subject,id,task,num,severity,flags,question
fe,377,datajfe,10,P1,"half_translated_question;half_translated_opt_C","A table has a single-column primary key. Every non-key attribute depends on that key, but one non-key attribute determines another non-key attribute. Which norm"
fe,378,datajfe,11,P1,"generic_concept;half_translated_question","A communication protocol transmits data in frames, supports continuous transfer and full-duplex communication, and inserts a zero after a sequence of consecutiv"
fe,379,datajfe,12,P1,"half_translated_question","Which of the following is a purpose of use of a message digest in message authentication?"
fe,380,datajfe,13,P1,"generic_concept;half_translated_question","Which of the following is software that can be used free of charge for a trial period, but if the user wishes to continue using the software after this period, "
fe,381,datajfe,14,P1,"half_translated_question","A network service must carry voice, video, and data using fixed-length transmission units. Connections are mapped to virtual circuits that can provide Quality o"
fe,383,datajfe,16,P1,"half_translated_question","Deleting root 50 from the given BST using inorder successor results in which new root?"
fe,384,datajfe,17,P1,"generic_concept;half_translated_question","An organization wants to detect whether a transferred document has been altered. Management is not primarily concerned with proving who created the document. Wh"
fe,385,datajfe,18,P1,"half_translated_question","A query must preserve every row from the Student table even when no corresponding row exists in the Mark table. Rows without a matching mark must still appear w"
fe,386,datajfe,19,P1,"half_translated_question;half_translated_opt_A;half_translated_opt_B;half_translated_opt_D","A security team deploys a firewall and assumes that all forms of information theft are now prevented. An attacker later obtains discarded temporary data remaini"
fe,387,datajfe,20,P1,"half_translated_question","A database query must combine every possible row from relation A with every possible row from relation B, without requiring matching attribute values. Which ope"
fe,388,datajfe,21,P1,"half_translated_question;half_translated_opt_C","Two transactions update different records and then each requests a lock on the record already locked by the other transaction. Neither transaction can continue."
fe,389,datajfe,22,P1,"half_translated_question;half_translated_opt_A;half_translated_opt_B;half_translated_opt_D","A transmission scheme divides the bandwidth of an analog line into several independent channels. Some capacity is intentionally left unused between adjacent cha"
fe,390,datajfe,23,P1,"half_translated_question","A company needs high-speed Internet access over existing telephone lines. Download traffic is expected to be much heavier than upload traffic, and performance m"
fe,391,datajfe,24,P1,"half_translated_question","In an arrow diagram, two activities must preserve a dependency relationship even though no actual work, resource consumption, or processing time is required bet"
fe,392,datajfe,25,P1,"generic_concept;half_translated_question","A queue is modeled as M/M/1, but analysts discover that service times are fixed and identical for every arrival rather than randomly varying according to the as"
fe,393,datajfe,26,P1,"half_translated_question;half_translated_opt_A","A transaction processing system is described as an M/M/1 queue. During observation, analysts discover that requests are processed according to priority, and urg"
fe,394,datajfe,27,P1,"half_translated_opt_C","A process represents the state transition among three states: a ready state, a running state, and a waiting state. Which of the following is an appropriate desc"
fe,395,datajfe,28,P1,"generic_concept;half_translated_question","A sender encrypts a message using the receiver's publicly available key. Only the receiver should be able to recover the original message. Which key is required"
fe,397,datajfe,30,P1,"half_translated_question;half_translated_opt_A;half_translated_opt_B;half_translated_opt_C;half_translated_opt_D","A distributed database update affects several database sites. The system must ensure that the update does not leave some sites committed while others remain unc"
fe,398,datajfe,31,P1,"half_translated_question;half_translated_opt_A;half_translated_opt_B;half_translated_opt_C;half_translated_opt_D","A database designer removes all repeated items from a table. However, one non-key attribute still depends on only part of a composite primary key. Which stateme"
fe,399,datajfe,32,P1,"half_translated_question","According to ISO/IEC 27001, which best defines availability?"
fe,400,datajfe,33,P1,"half_translated_question","A receiving system must identify damaged frames and request retransmission when a positive acknowledgment is not received. The same layer also handles physical "
fe,401,datajfe,34,P1,"half_translated_question;half_translated_opt_A;half_translated_opt_B;half_translated_opt_C;half_translated_opt_D","An organization already uses standard processes across projects and manages its processes proactively. It now selects subprocesses that strongly influence overa"
fe,402,datajfe,35,P1,"half_translated_question","During a backward calculation, several activities diverge from the same node toward different later nodes. Which principle is used when determining the latest a"
fe,403,datajfe,36,P1,"generic_concept;half_translated_question","A transaction performs several updates and then encounters a logical program error before successful completion. Recovery uses pre-update log information to und"
fe,404,datajfe,37,P1,"half_translated_question","A network administrator needs a device that forwards traffic between different logical networks based on logical addressing. The device must also operate at the"
fe,405,datajfe,38,P1,"half_translated_question","Which of the following is an appropriate role of FCS in a frame that is transmitted through the HDLC procedure?"
fe,406,datajfe,39,P1,"half_translated_question;half_translated_opt_A;half_translated_opt_B;half_translated_opt_C;half_translated_opt_D","A company encrypts confidential files using the same secret key for both encryption and decryption. It later publishes this key so external partners can securel"
fe,407,datajfe,40,P1,"generic_concept;half_translated_question","Which of the following can be assigned to a computer as the IP address of class C?"
fe,408,datajfe,41,P1,"half_translated_opt_C","A process is executed through a state transition among three states: a ready state, a running state, and a waiting state. Which of the following is an appropria"
fe,409,fuexam,1,P1,"half_translated_question","A check digit for a 4-digit number abcd can be calculated as follows: mod((a*4+b*3+c*2+d*1), 10). When the check digit for the 4-digit number “7b42” is equal to"
fe,410,fuexam,2,P1,"half_translated_opt_A;half_translated_opt_B;half_translated_opt_C;half_translated_opt_D","Which of the following is an appropriate explanation of the spooling function?"
fe,412,fuexam,4,P1,"half_translated_opt_A;half_translated_opt_B;half_translated_opt_D","Which of the following is an appropriate description concerning the maturity level in the staged representation of CMMI?"
fe,413,fuexam,5,P1,"generic_concept;half_translated_question","Which of the following is equivalent to the result of the arithmetic expression “753₈ – A6₁₆”? Here, each number is written in radix notation; that is, the radi"
fe,414,fuexam,6,P1,"half_translated_opt_A;half_translated_opt_B;half_translated_opt_C;half_translated_opt_D;half_translated_opt_E","Which of following statement is INCORRECT of cloud computing?"
fe,415,fuexam,7,P1,"generic_concept;half_translated_opt_A;half_translated_opt_B;half_translated_opt_C","Which of the following statements is TRUE about the critical path in PERT?"
fe,416,fuexam,8,P1,"half_translated_question;half_translated_opt_D","Which of the following is the most appropriate indicator that is directly helpful in managing software quality in a system development project?"
fe,417,fuexam,9,P1,"half_translated_question","The following statement is true/ false about CRM? Customer Relationship Management (CRM) is a cross-functional enterprise system driven by an integrated suite o"
fe,418,fuexam,10,P1,"half_translated_question","Given the following inventory data: Item Annual Value ($) P 4000 Q 2500 R 1500 S 800 T 200 Which statement is correct according to ABC analysis?"
fe,419,fuexam,11,P1,"half_translated_opt_A;half_translated_opt_B;half_translated_opt_C;half_translated_opt_D","Which of the following is a role of the program register (i.e., program counter) of the CPU?"
fe,420,fuexam,12,P1,"half_translated_question","What is the function point value of a program that has the functions and characteristics shown in the table below? Here, the correction coefficient of complexit"
fe,421,fuexam,13,P1,"generic_concept","Which of the following is an appropriate technique that is used for implementing a queue as a data structure?"
fe,423,fuexam,15,P1,"generic_concept;half_translated_question","Which of the following is an appropriate combination of the fundamental object-oriented programming concepts?"
fe,424,fuexam,16,P1,"half_translated_question","A systems design is represented using several diagrams. When a system analyst wants to confirm the design information such as the relationships among functions "
fe,425,fuexam,17,P1,"generic_concept;half_translated_question","Which of the following is a protocol for e-mail on the Internet that allows an e-mail client to access e-mail on a remote mail server?"
fe,426,fuexam,18,P1,"half_translated_question","Determine which type of network class and default subnet mask of this IP address belong to? IP version 4 = 216.58.221.78"
fe,427,fuexam,19,P1,"half_translated_question","In a certain project, each of the 6 employee members needs to communicate on a one-to-one basis. What is the minimum number of paths needed to communicate in su"
fe,428,fuexam,20,P0,"banned_phrase","The syntax rules of the field identifier ""field ID"" are represented in BNF notation as shown below. When each ID is defined as an arbitrary sequence of letters "
fe,429,fuexam,21,P1,"half_translated_question","A GUI screen contains a candidate list from which a user can select an item. Which of the following is an appropriate case to adopt this data entry method?"
fe,430,fuexam,22,P1,"half_translated_question","When the binary tree shown in the figure below is stored in a one-dimensional array A under the following conditions, what is the array index of the node ""T""?"
fe,431,fuexam,23,P1,"half_translated_question","Which of the following is the appropriate combination of 4 color inks or toners for a full-color printer?"
fe,432,fuexam,24,P1,"generic_concept;half_translated_question","Which of the following is a chart or a diagram that is often used in quality control to rank issues or problems in descending order of frequency?"
fe,434,fuexam,26,P1,"generic_concept;half_translated_question","When the expression (A - 2 x (B + C) - D x E) x F in conventional infix notation is converted to the prefix expression, which of the following represents the re"
fe,435,fuexam,27,P1,"half_translated_question","Multiple directories having the names A and B are managed in the structure shown below. When the current directory is changed in order of \BA ->..\B -> \A, whic"
fe,436,fuexam,28,P1,"half_translated_question;half_translated_opt_A;half_translated_opt_B;half_translated_opt_C;half_translated_opt_D","Which of the following is an appropriate description in comparison of how to safeguard IC cards and magnetic cards against forgery?"
fe,437,fuexam,29,P1,"half_translated_opt_A;half_translated_opt_B;half_translated_opt_C;half_translated_opt_D","Which of the following is an appropriate description concerning a use case diagram in UML?"
fe,438,fuexam,30,P1,"half_translated_question","A part of a program was changed to add a new function to a system in operation. Which of the following is the most appropriate environment that is used for test"
fe,439,fuexam,31,P1,"half_translated_question;half_translated_opt_A;half_translated_opt_B;half_translated_opt_C;half_translated_opt_D","Which of the following is an explanation of the use case diagram shown below?"
fe,440,fuexam,32,P1,"generic_concept;half_translated_question","Which of the following refers to online scams where thieves attempt to entice e-mail recipients into clicking on a link that takes them to a bogus website, and "
fe,441,fuexam,33,P1,"half_translated_question;half_translated_opt_C;half_translated_opt_D","Which of the following is the appropriate item to be checked when the ordered software is delivered?"
fe,442,fuexam,34,P1,"half_translated_question;half_translated_opt_B;half_translated_opt_C;half_translated_opt_D","Which of the following helps improve availability?"
fe,443,fuexam,35,P1,"half_translated_question;half_translated_opt_A;half_translated_opt_B;half_translated_opt_C;half_translated_opt_D","Which of the following is the main purpose of a penetration test?"
fe,444,fuexam,36,P1,"half_translated_question;half_translated_opt_A;half_translated_opt_B;half_translated_opt_C;half_translated_opt_D","View the picture and choose right answer. As shown in the figure below, all the lines show signs of leveling off in the control chart of a program test. Which o"
fe,445,fuexam,37,P1,"half_translated_question","Which of the following means product improvement, and product disposal are planned according to each stage of introduction, growth, maturity, and decline?"
fe,446,fuexam,38,P1,"half_translated_question","What is the data remaining on the stack after doing the following operations, assume that from start, stack is empty? push 5 => push 10 => push 5 => pop => push"
fe,447,fuexam,39,P1,"generic_concept;half_translated_question","When ABC analysis is used to categorize product items in the table below, which of the following is the combination of the product numbers for the items that ar"
fe,448,fuexam,40,P1,"half_translated_question;half_translated_opt_A;half_translated_opt_B;half_translated_opt_C;half_translated_opt_D","Which of the following is the main task of a service desk?"
fe,449,fuexam,41,P1,"half_translated_question","There is a standard that can represent data in a hierarchical structure by enclosing data that corresponds to nesting with tags <N>, which means the start, and "
fe,450,fuexam,42,P1,"half_translated_question","In the RAID3 system shown below, three disks (Disks 0 through 2) for byte-striped data and one dedicated parity disk (Disk 3) are used as one volume. Parity byt"
fe,451,fuexam,43,P1,"half_translated_question;half_translated_opt_A;half_translated_opt_B;half_translated_opt_D","Which of the following is the most appropriate description concerning the exclusive control of a DBMS?"
fe,452,fuexam,44,P1,"generic_concept;half_translated_question","Which of the following is a protocol for e-mail on the Internet that supports not only text but other data such as audio and images through message header exten"
fe,453,fuexam,45,P1,"half_translated_question","There is an 8-bit register where integers are represented in binary by using 2's complement for negative numbers. When the decimal integer ""-24"" is stored in th"
fe,454,fuexam,46,P1,"half_translated_question","Which of the following is an activity performed during the external design phase of system development?"
fe,455,fuexam,47,P1,"half_translated_question","According to a survey of 100 students, there are 40 students studying English, 30 studying French, and 25 studying Spanish. In addition, 8 students are studying"
fe,456,fuexam,48,P1,"half_translated_question","When CPU processing and printing are performed for four jobs under the conditions below, how many minutes does it take to complete them from the start of the fi"
fe,457,fuexam,49,P1,"generic_concept;half_translated_question","It focuses on system implementation behavior and is preferred over verification for the following reasons: - It facilitates the consideration of environmental f"
fe,459,fuexam,51,P1,"half_translated_question;half_translated_opt_A;half_translated_opt_B;half_translated_opt_C;half_translated_opt_D","Which of the following is an explanation of SFA (Sales Force Automation)?"
fe,460,fuexam,52,P1,"generic_concept;half_translated_question","What is HDLC protocol stands for?"
fe,461,fuexam,53,P1,"half_translated_question;half_translated_opt_A;half_translated_opt_C;half_translated_opt_D","Which of the following can be achieved by using SSL/TLS?"
fe,462,fuexam,54,P1,"half_translated_question","There exist the same two devices, each with an MTBF of 45 hours and an MTTR of 5 hours. What is the availability of a system that connects these TWO devices in "
fe,463,books,55,P1,"half_translated_opt_B","Which of the following is a role of the program counter (program register) of the CPU?"
fe,464,books,56,P1,"half_translated_question","Which memory type is typically the fastest for the CPU to access?"
fe,465,books,57,P1,"half_translated_question","In RAID with parity, which operation is commonly used to reconstruct lost data?"
fe,466,books,58,P1,"half_translated_question;half_translated_opt_A","What does MTBF stand for in reliability discussions?"
fe,467,books,59,P1,"half_translated_question","Availability of a single device is commonly approximated by which formula?"
fe,468,books,60,P1,"half_translated_question","Two identical devices each have availability 0.9. What is the availability if connected in series?"
fe,469,books,61,P1,"generic_concept;half_translated_question","Which combination of inks is typical for full-color printing (CMYK)?"
fe,470,books,62,P1,"generic_concept;half_translated_question","An arithmetic right shift of a negative number in 2's complement representation:"
fe,471,books,63,P1,"half_translated_question;half_translated_opt_A","Which statement about IC cards vs magnetic cards is appropriate?"
fe,472,books,64,P1,"half_translated_question","Spooling primarily improves system efficiency by:"
fe,473,books,65,P1,"half_translated_question","Which of the following best describes multiprogramming?"
fe,474,books,66,P1,"generic_concept;half_translated_question","A system with two devices in parallel fails only if both fail. Compared with series connection, parallel generally:"
fe,475,books,67,P1,"half_translated_question","Which is an appropriate purpose of a system performance indicator such as throughput?"
fe,476,books,68,P1,"half_translated_question;half_translated_opt_B","Client/server architecture typically separates:"
fe,477,books,69,P1,"half_translated_question;half_translated_opt_A","Which is a primary role of an operating system?"
fe,479,books,71,P1,"half_translated_question;half_translated_opt_C","Open source software generally means:"
fe,480,books,72,P1,"half_translated_opt_A;half_translated_opt_B","A compiler typically:"
fe,482,books,74,P1,"half_translated_question","Why is exclusive control (locking) needed in a DBMS?"
fe,483,books,75,P1,"half_translated_question;half_translated_opt_A","Normalization in relational databases mainly aims to:"
fe,486,books,78,P1,"generic_concept;half_translated_question","IPv4 address 216.58.221.78 belongs to which class (classful model) and default mask?"
fe,487,books,79,P1,"generic_concept;half_translated_question","Which protocol allows a mail client to access messages on a server while typically leaving mail on the server?"
fe,491,books,83,P1,"generic_concept","HDLC stands for:"
fe,492,books,84,P1,"half_translated_question","Which OSI layer is primarily associated with end-to-end reliable transport (TCP)?"
fe,493,books,85,P1,"generic_concept;half_translated_question","Online scams that lure users to fake sites to steal credentials are called:"
fe,495,books,87,P1,"half_translated_opt_C","The main purpose of a penetration test is to:"
fe,498,books,90,P1,"half_translated_question;half_translated_opt_A","Which is an appropriate security practice for passwords?"
fe,499,books,91,P1,"generic_concept;half_translated_question","Which technique implements a queue?"
fe,500,books,92,P1,"half_translated_question","A stack uses which discipline?"
fe,501,books,93,P1,"generic_concept;half_translated_question","After push 5, push 10, push 5, pop, push 10, push 10, push 5, pop, pop (empty start), remaining bottom→top is:"
fe,502,books,94,P1,"half_translated_question","Binary trees can be stored in an array where children of index i are typically at:"
fe,503,books,95,P1,"half_translated_question;half_translated_opt_B","Prefix (Polish) notation places operators:"
fe,504,books,96,P1,"half_translated_question","Which is a fundamental set of OOP concepts?"
fe,505,books,97,P1,"generic_concept","Big-O notation is used to:"
fe,506,books,98,P1,"generic_concept","Intellectual property rights generally protect:"
fe,508,books,100,P1,"half_translated_question;half_translated_opt_C","Personal data protection laws mainly aim to:"
fe,509,books,101,P1,"half_translated_opt_B","Compliance in corporate IT means:"
fe,510,books,102,P1,"generic_concept","A SWOT analysis examines:"
fe,511,books,103,P1,"half_translated_opt_B","ABC analysis for inventory prioritizes items by:"
fe,512,books,104,P1,"half_translated_opt_C","Break-even point analysis is used to find:"
fe,513,books,105,P1,"half_translated_question;half_translated_opt_A","Which formula form is related to break-even (contribution approach)?"
fe,516,books,109,P1,"half_translated_question","An information systems strategy should primarily align with:"
fe,518,books,111,P1,"half_translated_opt_C","A common risk of outsourcing is:"
fe,519,books,112,P1,"half_translated_opt_B","Cloud computing is characterized by:"
fe,520,books,113,P1,"half_translated_question","Which activity belongs to external design?"
fe,522,books,115,P1,"half_translated_question","DFD (Data Flow Diagram) is useful to show:"
fe,523,books,116,P1,"half_translated_question;half_translated_opt_C","Function point analysis estimates software size based mainly on:"
fe,525,books,118,P1,"generic_concept","System testing focuses on:"
fe,526,books,119,P1,"half_translated_question;half_translated_opt_A","An appropriate environment to test a changed program without affecting live operations is:"
fe,529,books,123,P1,"generic_concept","On the critical path in PERT/CPM:"
fe,530,books,124,P1,"generic_concept;half_translated_question","Number of one-to-one communication paths among n people is:"
fe,531,books,125,P1,"half_translated_question","For 6 people needing one-to-one communication, minimum paths are:"
fe,534,books,128,P1,"generic_concept","A Gantt chart mainly shows:"
fe,535,books,129,P1,"half_translated_question","An appropriate quality-related indicator in development is:"
fe,536,books,130,P1,"half_translated_opt_D","Service level management is about:"
fe,537,books,132,P1,"half_translated_question","ITIL-style incident management aims to:"
fe,538,books,133,P1,"generic_concept","A problem in ITSM typically means:"
fe,539,books,134,P1,"half_translated_opt_C","Change management is intended to:"
fe,541,books,137,P1,"half_translated_opt_A","Internal control aims to:"
fe,542,books,138,P1,"half_translated_opt_C","Segregation of duties helps to:"
fe,543,books,139,P1,"half_translated_opt_B","An audit trail is useful because it:"
fe,546,books,142,P1,"generic_concept;half_translated_question","What is 753₈ − A6₁₆ in decimal?"
fe,547,books,143,P1,"generic_concept","Four cameras 30 fps, 640×480, 16-bit color, 60 seconds. Approx storage? (1MB=10⁶ B)"
fe,549,books,145,P1,"generic_concept;half_translated_question","Pareto charts in quality control are used to:"
fe,551,books,147,P1,"half_translated_opt_C","MIME is used in email to:"
fe,552,books,148,P1,"half_translated_opt_B","POP3 typically:"
fe,554,books,151,P1,"half_translated_opt_A","Virtual memory allows:"
fe,556,books,154,P1,"half_translated_opt_A","A foreign key references:"
fe,558,books,156,P1,"half_translated_opt_A","An SLA typically defines:"
fe,563,books,161,P1,"half_translated_opt_B","DMA (Direct Memory Access) allows:"
fe,566,books,164,P1,"half_translated_question","Which storage is typically non-volatile?"
fe,567,books,165,P1,"half_translated_opt_A","SRAM is commonly used for cache because:"
fe,568,books,166,P1,"generic_concept","DRAM stores bits mainly using:"
fe,569,books,167,P1,"generic_concept","A bus in computer architecture is:"
fe,570,books,168,P1,"half_translated_opt_A","Hot swappable components allow:"
fe,571,books,169,P1,"generic_concept","ECC memory is used to:"
fe,572,books,170,P1,"generic_concept;half_translated_question","Which RAID level is classically described as striping without parity (no redundancy)?"
fe,573,books,171,P1,"generic_concept","RAID 1 primarily provides:"
fe,574,books,172,P1,"generic_concept;half_translated_question","Which is an input device?"
fe,575,books,173,P1,"half_translated_opt_B","A UPS is used to:"
fe,579,books,177,P1,"half_translated_opt_A","A semaphore is used for:"
fe,581,books,180,P1,"generic_concept","Real-time systems are characterized by:"
fe,582,books,181,P1,"half_translated_opt_B","Batch processing is suitable when:"
fe,584,books,183,P1,"generic_concept","Absolute pathnames start from:"
fe,586,books,186,P1,"generic_concept","API stands for:"
fe,587,books,187,P1,"half_translated_opt_B","Middleware examples include:"
fe,588,books,188,P1,"half_translated_opt_A","Licensed commercial software typically:"
fe,589,books,189,P1,"half_translated_opt_C","Virtualization primarily allows:"
fe,590,books,190,P1,"half_translated_opt_B;half_translated_opt_C","A candidate key is:"
fe,594,books,194,P1,"half_translated_opt_A","A JOIN operation:"
fe,597,books,197,P1,"generic_concept","Deadlock in databases can occur when:"
fe,598,books,198,P1,"half_translated_opt_C","A data warehouse is typically used for:"
fe,599,books,199,P1,"generic_concept","ETL stands for:"
fe,601,books,201,P1,"half_translated_question","The data link layer commonly uses:"
fe,603,books,203,P1,"generic_concept","A switch in a LAN typically forwards based on:"
fe,605,books,205,P1,"half_translated_opt_B","NAT is used to:"
fe,608,books,209,P1,"generic_concept","A proxy server can be used to:"
fe,609,books,210,P1,"generic_concept","IPv6 addresses are:"
fe,610,books,211,P1,"half_translated_question","Which protocol is connectionless at the network layer for best-effort packet delivery on the Internet?"
fe,614,books,215,P1,"half_translated_opt_A;half_translated_opt_B","A hash function is typically used to:"
fe,616,books,217,P1,"generic_concept","Malware includes:"
fe,617,books,218,P1,"half_translated_opt_A","SQL injection attacks target:"
fe,618,books,219,P1,"generic_concept","An IDS is used to:"
fe,619,books,220,P1,"half_translated_question","Social engineering attacks primarily exploit:"
fe,621,books,222,P1,"half_translated_opt_B","A vulnerability is:"
fe,624,books,225,P1,"generic_concept;half_translated_question","A hash table provides average-case:"
fe,626,books,227,P1,"generic_concept","BFS on a graph uses typically:"
fe,629,books,230,P1,"half_translated_question","A full binary tree of height h (root height 0) has at most how many nodes at the last level?"
fe,631,books,232,P1,"generic_concept","Sorting algorithm stability means:"
fe,632,books,233,P1,"generic_concept","A graph G=(V,E) consists of:"
fe,633,books,234,P1,"half_translated_opt_A","Copyright primarily protects:"
fe,634,books,235,P1,"generic_concept","A patent typically protects:"
fe,638,books,239,P1,"half_translated_opt_C","Privacy by design means:"
fe,642,books,244,P1,"half_translated_question","BSC (Balanced Scorecard) typically includes perspectives such as:"
fe,643,books,245,P1,"half_translated_opt_A","SCM (Supply Chain Management) focuses on:"
fe,644,books,246,P1,"generic_concept","PDCA cycle stands for:"
fe,647,books,249,P1,"half_translated_opt_C","A mission statement typically describes:"
fe,648,books,250,P1,"half_translated_opt_B","Competitive advantage can come from:"
fe,649,books,251,P1,"half_translated_opt_A","SOA emphasizes:"
fe,650,books,253,P1,"half_translated_opt_A","IaaS provides primarily:"
fe,651,books,254,P1,"half_translated_opt_A","PaaS provides:"
fe,652,books,255,P1,"generic_concept","BCP/DR planning aims to:"
fe,653,books,256,P1,"half_translated_opt_C","An RPO (Recovery Point Objective) relates to:"
fe,655,books,259,P1,"half_translated_opt_A","Requirements definition aims to:"
fe,656,books,260,P1,"generic_concept","Internal design focuses more on:"
fe,657,books,261,P1,"generic_concept","A prototype is used to:"
fe,659,books,264,P1,"half_translated_opt_C","Acceptance testing is typically done to:"
fe,661,books,266,P1,"half_translated_opt_B","A code review aims to:"
fe,665,books,270,P1,"generic_concept","Cohesion within a module should generally be:"
fe,666,books,271,P1,"generic_concept","A sequence diagram shows:"
fe,667,books,272,P1,"generic_concept;half_translated_question","Maintenance types include corrective, adaptive, perfective — corrective means:"
fe,668,books,273,P1,"half_translated_question;half_translated_opt_A","Project triple constraints classically include:"
fe,669,books,274,P1,"generic_concept","A milestone is:"
fe,670,books,275,P1,"half_translated_opt_C","Slack (float) of an activity is:"
fe,671,books,276,P1,"half_translated_question;half_translated_opt_A","Risk response strategies include avoid, mitigate, transfer, accept — transfer means:"
fe,672,books,277,P1,"generic_concept","A RACI matrix clarifies:"
fe,673,books,279,P1,"generic_concept","Scope creep refers to:"
fe,676,books,283,P1,"generic_concept","Known error typically means:"
fe,677,books,284,P1,"half_translated_opt_C","A CAB in change management is often:"
fe,678,books,285,P1,"generic_concept","A standard change is typically:"
fe,679,books,286,P1,"half_translated_opt_B","Capacity management aims to:"
fe,680,books,287,P1,"generic_concept","Availability management focuses on:"
fe,683,books,290,P1,"half_translated_question","OLAs (Operational Level Agreements) are typically:"
fe,686,books,293,P1,"half_translated_opt_C","Preventive controls aim to:"
fe,687,books,294,P1,"generic_concept","Detective controls aim to:"
fe,690,books,297,P1,"half_translated_opt_A;half_translated_opt_D","Segregation of duties example:"
fe,691,books,298,P1,"half_translated_question;half_translated_opt_B","Access control lists (ACLs) are used to:"
fe,692,books,299,P1,"half_translated_question","Which OSI layer includes IP addressing and routing?"
fe,693,books,300,P1,"half_translated_question","Which is most appropriate to ensure message confidentiality on a public network?"
fe,694,books,301,P1,"half_translated_question","Which structure is best for LIFO temporary storage of return addresses conceptually?"
fe,695,books,302,P1,"generic_concept;half_translated_question","Which chart ranks causes by frequency for quality improvement?"
fe,696,books,303,P1,"generic_concept;half_translated_question","Which estimate method counts EI/EO/EQ/ILF/EIF style functions?"
fe,697,books,304,P1,"half_translated_question","Which process ensures IT services meet agreed targets continuously?"
fe,698,books,305,P1,"half_translated_question","Which device filters packets based on rules between networks?"
fe,699,books,306,P1,"generic_concept;half_translated_question","Which database property ensures either all operations of a transaction complete or none do?"
fe,700,books,307,P1,"half_translated_question","Which document decomposes project deliverables into work packages?"
fe,701,books,308,P1,"generic_concept;half_translated_question","Which testing type checks the system against user acceptance criteria before go-live?"
fe,702,books,309,P1,"half_translated_question;half_translated_opt_B","Which protocol suite layer model has 7 layers?"
fe,703,books,310,P1,"generic_concept;half_translated_question","Which memory management technique uses pages of fixed size?"
fe,704,books,311,P1,"generic_concept;half_translated_question","Which analysis classifies inventory into A/B/C by importance/value?"
fe,705,books,312,P1,"generic_concept;half_translated_question","Which path has zero total float in a network schedule?"
fe,706,books,313,P1,"generic_concept;half_translated_question","Which email-related standard extends messages beyond plain text?"
fe,707,books,314,P1,"generic_concept;half_translated_question","Which attack tricks users into revealing secrets via fake websites/emails?"
fe,708,books,315,P1,"half_translated_question","Which system supports sales process automation?"
fe,709,books,316,P1,"generic_concept;half_translated_question","Which system focuses on customer interactions and relationships?"
fe,710,books,317,P1,"generic_concept;half_translated_question","Which metric is Mean Time To Repair?"
fe,711,books,318,P1,"generic_concept;half_translated_question","Which encryption approach uses the same key for encryption and decryption?"
fe,712,albazzz,332,P1,"half_translated_opt_C;half_translated_opt_D;half_translated_opt_E","Which statement correctly describes the advantage of an interpreter compared with a compiler?"
fe,713,albazzz,453,P1,"generic_concept","Thrashing?"
fe,714,albazzz,561,P1,"generic_concept","Product life cycle stages?"
fe,715,albazzz,564,P1,"generic_concept","SLA is?"
fe,716,albazzz,565,P1,"generic_concept","Incident vs Problem?"
fe,717,albazzz,566,P1,"generic_concept;half_translated_opt_B","Service desk is?"
fe,718,albazzz,568,P1,"generic_concept","Waterfall model?"
fe,720,albazzz,572,P1,"generic_concept;half_translated_opt_D","White-box testing?"
fe,721,albazzz,586,P1,"generic_concept","SaaS means?"
fe,722,albazzz,590,P1,"generic_concept","Benchmarking?"
fe,723,albazzz,609,P1,"generic_concept","Stakeholder is?"
mln,3,all,3,P2,"whyWrong_no_why_A;whyWrong_no_why_B;whyWrong_no_why_C","Khi nghiên cứu về cách mạng công nghiệp lần thứ nhất, C. Mác đã khái quát tính quy luật của các mạng công nghiệp qua các giai đoạn phát triển đó là:"
mln,7,all,7,P1,"generic_concept","Địa tô chênh lệch II thu được trên"
mln,9,all,9,P1,"generic_concept","Chênh lệch Địa tô chính I thu được trên"
mln,27,all,27,P1,"generic_concept","Ai là người đề xuất ra ba loại thương nghiệp (trao đổi tự nhiên, trao đổi tiền tệ, trao đổi thông qua mục đích làm giàu) và hai loại kinh doanh (kinh tế, sản xu"
mln,31,all,31,P1,"generic_concept","Con đường công nghiệp hóa của Liên Xô thường ưu tiên lĩnh vực nào?"
mln,51,all,51,P1,"generic_concept","Nguồn gốc nào không đúng với nguồn vốn công nghiệp hóa ở các nước tư bàn cổ điển?"
mln,62,all,62,P1,"generic_concept","Điển vào chỗ trống: Theo Karl Marx, kinh tế chính trị học tư sản cổ điển Anh bắt đầu từ... và kết thúc ở..."
mln,85,all,85,P1,"generic_concept","Giá cả ruộng đất phụ thuộc các nhân tố nào?"
mln,106,all,106,P1,"generic_concept","Mô hình công nghiệp hóa của Nhật Bản và các nước công nghiệp mới diễn ra trong khoảng bao nhiêu năm?"
mln,109,all,109,P1,"generic_concept","Ai là người đưa kinh tế chính trị trở thành môn khoa học có tính hệ thống với các phạm trù và khái niệm chuyên ngành?"
mln,110,all,110,P1,"generic_concept","Kinh tế chính trị cổ điển Anh được hình thành và phát triển từ cuối thế ký XVIII đến nửa đầu thế kỷ XIX, mở đầu bằng các quan điểm lý luận của nhà kinh tế chính"
mln,115,all,115,P0,"banned_phrase","Xét về trình độ phát triển, kinh tế thị trường ở Việt Nam bao gồm nhiều cấp độ"
mln,116,all,116,P1,"generic_concept","Trong quá trình hội nhập kinh tế quốc tế, Việt Nam đã gia nhập những tổ chức nào sau đây ?"
