phu hop web/mail/file	phù hợp web/mail/file
khong ket noi, nhe	không kết nối, nhẹ
phu hop DNS/streaming/VoIP khi chap nhan mat goi	phù hợp DNS/streaming/VoIP khi chấp nhận mất gói
vi du private	ví dụ private
bien dich dia chi	biến dịch địa chỉ
bao loi/ping	báo lỗi/ping
phan doan mang logic	phân đoạn mạng logic
dung CSMA/CA	dùng CSMA/CA
bao mat	bảo mật
mang cac mang	mạng các mạng
tao nen WWW	tạo nên WWW
toi uu va bao mat	tối ưu và bảo mật
Giam sat traffic, log, capacity planning	Giám sát traffic, log, capacity planning
An ninh thong tin	An ninh thông tin
cong nghe + quan tri	công nghệ + quản trị
la cot loi moi de thi security	là cốt lõi mọi đề thi security
Khai niem	Khái niệm
la duy tri	là duy trì
va co the them	và có thể thêm
chi entity duoc phep moi doc/su dung	chỉ entity được phép mới đọc/sử dụng
thong tin dung va day du, khong bi sua trai phep	thông tin đúng và đầy đủ, không bị sửa trái phép
dung luc can van truy cap duoc	đúng lúc cần vẫn truy cập được
dung la entity do	đúng là entity đó
truy vet hanh vi ve dung chu the	truy vết hành vi về đúng chủ thể
khong choi bo duoc hanh dong da thuc hien	không chối bỏ được hành động đã thực hiện
hanh vi on dinh dung nhu thiet ke	hành vi ổn định đúng như thiết kế
Quan ly 3 doi tuong	Quản lý 3 đối tượng
tai san can bao ve	tài sản cần bảo vệ
moi de doa	mối đe dọa
diem yeu co the bi tan dung	điểm yếu có thể bị tận dụng
Rui ro ~ ket hop 3 yeu to	Rủi ro ~ kết hợp 3 yếu tố
4 chuc nang	4 chức năng
han che thiet hai	hạn chế thiệt hại
khoi phuc	khôi phục
Tai san thong tin	Tài sản thông tin
huu hinh	hữu hình
may, phan mem, tai lieu	máy, phần mềm, tài liệu
va vo hinh	và vô hình
du lieu khach hang, IP, uy tin	dữ liệu khách hàng, IP, uy tín
Moi de doa mang	Mối đe dọa mạng
nghe len	nghe lén
sua doi	sửa đổi
gia mao	giả mạo
Cong nghe bao mat	Công nghệ bảo mật
Ma hoa doi xung	Mã hóa đối xứng
1 khoa chung - nhanh	1 khóa chung - nhanh
Ma hoa bat doi xung	Mã hóa bất đối xứng
cap public/private	cặp public/private
phan phoi khoa, chu ky so	phân phối khóa, chữ ký số
Hash 1 chieu	Hash 1 chiều
van tay du lieu	vân tay dữ liệu
doi 1 bit -> hash khac	đổi 1 bit → hash khác
dung toan ven va luu mat khau	dùng toàn vẹn và lưu mật khẩu
kem salt	kèm salt
Chu ky so	Chữ ký số
bam + ma hoa bang private key	băm + mã hóa bằng private key
xac thuc + toan ven + khong choi bo	xác thực + toàn vẹn + không chối bỏ
xac nhan chu public key	xác nhận chủ public key
Kenh an toan	Kênh an toàn
Xac thuc	Xác thực
mat khau	mật khẩu
sinh trac hoc	sinh trắc học
nhieu yeu to	nhiều yếu tố
Phan quyen	Phân quyền
nguyen tac least privilege	nguyên tắc least privilege
Firewall loc goi	Firewall lọc gói
IDS phat hien xam nhap	IDS phát hiện xâm nhập
IPS ngan chan	IPS ngăn chặn
WAF bao ve ung dung web	WAF bảo vệ ứng dụng web
Loi ung dung pho bien	Lỗi ứng dụng phổ biến
phong bang validate input	phòng bằng validate input
Quan tri an ninh va tieu chuan	Quản trị an ninh và tiêu chuẩn
he thong quan ly an ninh thong tin theo chu trinh PDCA	hệ thống quản lý an ninh thông tin theo chu trình PDCA
Quy trinh rui ro	Quy trình rủi ro
xac dinh tai san	xác định tài sản
de doa/diem yeu	đe dọa/điểm yếu
danh gia	đánh giá
xu ly	xử lý
tranh, giam, chuyen giao bao hiem, chap nhan	tránh, giảm, chuyển giao bảo hiểm, chấp nhận
giam sat	giám sát
chinh sach	chính sách
Dao tao nhan su	Đào tạo nhân sự
Phan loai thong tin	Phân loại thông tin
xu ly su co	xử lý sự cố
danh gia an ninh san pham theo muc EAL	đánh giá an ninh sản phẩm theo mức EAL
Co cac co quan/tieu chuan quoc gia bo sung	Có các cơ quan/tiêu chuẩn quốc gia bổ sung
Bien phap con nguoi / ky thuat / vat ly / trien khai	Biện pháp con người / kỹ thuật / vật lý / triển khai
dao tao	đào tạo
phong social engineering	phòng social engineering
phan quyen theo need-to-know	phân quyền theo need-to-know
ma hoa luu tru/truyen	mã hóa lưu trữ/truyền
kiem soat ra vao phong may	kiểm soát ra vào phòng máy
tieu huy o dia an toan	tiêu hủy ổ đĩa an toàn
segment mang	segment mạng
Cau truc du lieu + thuat toan	Cấu trúc dữ liệu + thuật toán
la phan 'tu duy lap trinh' cua FE	là phần 'tư duy lập trình' của FE
hay gap bai stack/queue	hay gặp bài stack/queue
do phuc tap sort	độ phức tạp sort
Tap phan tu cung kieu	Tập phần tử cùng kiểu
nam lien tiep	nằm liên tiếp
truy cap O(1) qua index	truy cập O(1) qua index
Sach nay thuong danh index tu 1 (de hieu)	Sách này thường đánh index từ 1 (dễ hiểu)
1-chieu, da chieu (nhieu index)	1-chiều, đa chiều (nhiều index)
phan tu la ban ghi nhieu field khac kieu	phần tử là bản ghi nhiều field khác kiểu
so phan tu co dinh	số phần tử cố định
co the doi kich thuoc luc chay	có thể đổi kích thước lúc chạy
Mang dung duoc cho hash table	Mảng dùng được cho hash table
can xu ly synonym/collision	cần xử lý synonym/collision
Uu: truy cap nhanh	Ưu: truy cập nhanh
Nhuoc: chen/xoa giua mang ton kem (doi hang loat)	Nhược: chèn/xóa giữa mảng tốn kém (dời hàng loạt)
moi node co data + pointer toi node ke	mỗi node có data + pointer tới node kế
Thu tu logic do pointer quyet dinh	Thứ tự logic do pointer quyết định
khong can nam lien tiep bo nho	không cần nằm liên tiếp bộ nhớ
Chen/xoa chu yeu sua pointer	Chèn/xóa chủ yếu sửa pointer
hieu qua hon mang khi thay doi cau truc thuong xuyen	hiệu quả hơn mảng khi thay đổi cấu trúc thường xuyên
1 chieu	1 chiều
2 chieu	2 chiều
de duyet nguoc nhung ton bo nho	dễ duyệt ngược nhưng tốn bộ nhớ
node cuoi tro ve dau	node cuối trỏ về đầu
Truy cap tuan tu	Truy cập tuần tự
khong O(1) toi phan tu bat ky	không O(1) tới phần tử bất kỳ
Phu hop khi khong biet truoc so luong phan tu	Phù hợp khi không biết trước số lượng phần tử
vao sau ra truoc	vào sau ra trước
Ung dung	Ứng dụng
goi ham, de quy	gọi hàm, đệ quy
danh gia bieu thuc	đánh giá biểu thức
vao truoc ra truoc	vào trước ra trước
them cuoi	thêm cuối
lay dau	lấy đầu
Dung HP (head) va TP (tail)	Dùng HP (head) và TP (tail)
Hang doi vong	Hàng đợi vòng
tai su dung mang huu han	tái sử dụng mảng hữu hạn
cho day thao tac push/pop hoac enq/deq	cho dãy thao tác push/pop hoặc enq/deq
hoi trang thai con lai	hỏi trạng thái còn lại
ve hinh la de dung	vẽ hình là dễ đúng
cau truc phan cap 1-nhieu	cấu trúc phân cấp 1-nhiều
goc duy nhat	gốc duy nhất
khong con	không con
do sau	độ sâu
moi node <= 2 con (trai/phai)	mỗi node ≤ 2 con (trái/phải)
trai < cha < phai - de tim kiem	trái < cha < phải - dễ tìm kiếm
Duyet	Duyệt
theo muc	theo mức
dung cho hang doi uu tien	dùng cho hàng đợi ưu tiên
nen tang index CSDL	nền tảng index CSDL
nhieu nhanh, can bang	nhiều nhánh, cân bằng
mo ta thuat toan bang ky hieu	mô tả thuật toán bằng ký hiệu
nhanh dung/sai	nhánh đúng/sai
3 cau truc dieu khien	3 cấu trúc điều khiển
nen tang lap trinh cau truc	nền tảng lập trình cấu trúc
Tim kiem	Tìm kiếm
duyet lan luot	duyệt lần lượt
khong can sort	không cần sort
mang da sap xep	mảng đã sắp xếp
moi buoc bo 1 nua	mỗi bước bỏ 1 nửa
So sanh mid, qua trai/phai	So sánh mid, qua trái/phải
trung binh	trung bình
xau nhat O(n) neu collision nhieu	xấu nhất O(n) nếu collision nhiều
Can ham hash tot + xu ly de va	Cần hàm hash tốt + xử lý đè và
Sap xep	Sắp xếp
de hieu, O(n^2) - phu hop n nho	dễ hiểu, O(n^2) - phù hợp n nhỏ
trung binh O(n log n)	trung bình O(n log n)
xau nhat O(n^2) neu chon pivot te	xấu nhất O(n^2) nếu chọn pivot tệ
luon O(n log n), can them bo nho	luôn O(n log n), cần thêm bộ nhớ
giu thu tu tuong doi ban ghi bang khoa	giữ thứ tự tương đối bản ghi bằng khóa
it bo nho phu	ít bộ nhớ phụ
biet do phuc tap va nhan dien thuat toan qua mo ta buoc	biết độ phức tạp và nhận diện thuật toán qua mô tả bước
Thuat toan khac va thiet ke	Thuật toán khác và thiết kế
ham goi lai chinh no + dieu kien dung	hàm gọi lại chính nó + điều kiện dừng
thuong dung stack he thong	thường dùng stack hệ thống
Chuoi, do thi	Chuỗi, đồ thị
duong di ngan nhat - muc hieu	đường đi ngắn nhất - mức hiểu
so hoc	số học
chia doi	chia đôi
co the gap	có thể gặp
Danh gia thuat toan	Đánh giá thuật toán
dung dan + hieu qua thoi gian/khong gian	đúng đắn + hiệu quả thời gian/không gian
Chien luoc	Chiến lược
khai niem	khái niệm
Thiet ke	Thiết kế
module hoa, ro rang input/output va bien	module hóa, rõ ràng input/output và biến
### S1. Process states (trang thai tien trinh)	### S1. Process states (trạng thái tiến trình)
dang chiem CPU thuc thi	đang chiếm CPU thực thi
san sang chay, dang cho duoc cap CPU	sẵn sàng chạy, đang chờ được cấp CPU
o hang doi ready	ở hàng đợi ready
cho su kien	chờ sự kiện
I/O xong, doc dia, nhap lieu	I/O xong, đọc đĩa, nhập liệu
process cho data tu disk	process chờ data từ disk
khong chiem CPU	không chiếm CPU
ket thuc	kết thúc
bi treo	bị treo
thuong do swap/admin	thường do swap/admin
khac Waiting thuan I/O	khác Waiting thuần I/O
doi I/O	đợi I/O
I/O xong	I/O xong
scheduler chon	scheduler chọn
het time slice	hết time slice
### S2. Deadlock - 4 dieu kien Coffman	### S2. Deadlock - 4 điều kiện Coffman
tai nguyen khong chia se dong thoi	tài nguyên không chia sẻ đồng thời
giu tai nguyen nay vua doi tai nguyen khac	giữ tài nguyên này vừa đợi tài nguyên khác
khong tước đoạt được tài nguyên đang giữ	không tước đoạt được tài nguyên đang giữ
chuoi vong doi tai nguyen	chuỗi vòng đợi tài nguyên
Phong ngua (prevention)	Phòng ngừa (prevention)
pha 1 trong 4 dieu kien	phá 1 trong 4 điều kiện
Pho bien	Phổ biến
loai Circular wait	loại Circular wait
danh so tai nguyen, cap theo thu tu	đánh số tài nguyên, cấp theo thứ tự
loai Hold and wait	loại Hold and wait
xin het tai nguyen 1 luc - lang phi	xin hết tài nguyên 1 lúc - lãng phí
do thi cho, giet process / lay lai TN	đồ thị chờ, giết process / lấy lại TN
### S3. Scheduling va starvation	### S3. Scheduling và starvation
den truoc phuc vu truoc, khong uu tien	đến trước phục vụ trước, không ưu tiên
it starvation	ít starvation
chia time quantum, cong bang, it starvation	chia time quantum, công bằng, ít starvation
job ngan uu tien	job ngắn ưu tiên
job dai co the bi starvation (doi mai)	job dài có thể bị starvation (đợi mãi)
uu tien thap co the starvation	ưu tiên thấp có thể starvation
giam bang aging	giảm bằng aging
tang uu tien theo thoi gian cho	tăng ưu tiên theo thời gian chờ
co the thiet ke de giam starvation	có thể thiết kế để giảm starvation
### S4. Series / Parallel reliability (tinh so)	### S4. Series / Parallel reliability (tính số)
noi tiep	nối tiếp
Vi du	Ví dụ
du 1 OK	dù 1 OK
### S5. Compiler / Interpreter / Assembler / Linker / Loader / Firmware	### S5. Compiler / Interpreter / Assembler / Linker / Loader / Firmware
dich TOAN BO source	dịch TOÀN BỘ source
truoc khi chay	trước khi chạy
thuong chay nhanh sau khi dich	thường chạy nhanh sau khi dịch
debug cham hon	debug chậm hơn
phai dich lai	phải dịch lại
dich + thuc thi tung cau/tung phan ngay	dịch + thực thi từng câu/từng phần ngay
de debug, chay cham hon	dễ debug, chạy chậm hơn
it tao file object rieng	ít tạo file object riêng
dich assembly	dịch assembly
KET HOP nhieu object module	KẾT HỢP nhiều object module
thanh 1 executable/load module	thành 1 executable/load module
nap chuong trinh vao bo nho de chay	nạp chương trình vào bộ nhớ để chạy
phan mem thap, thuong nam trong ROM/flash	phần mềm thấp, thường nằm trong ROM/flash
con khi mat dien	còn khi mất điện
Khac application/utility nam o dia	Khác application/utility nằm ở đĩa
### S6. Open source / license	### S6. Open source / license
cho phep xem, sua, phan phoi lai source	cho phép xem, sửa, phân phối lại source
Dung khi muon share code	Dùng khi muốn share code
tra phi, ma dong	trả phí, mã đóng
mien phi dung nhung chua chac open source	miễn phí dùng nhưng chưa chắc open source
dung thu / thue theo ky	dùng thử / thuê theo kỳ
### S7. Peripheral vs CPU internals	### S7. Peripheral vs CPU internals
ngoai vi	ngoại vi
ngoai CPU	ngoài CPU
Khong phai peripheral	Không phải peripheral
nam trong/gan CPU	nằm trong/gần CPU
### S8. Human interface / interface design	### S8. Human interface / interface design
Muc dich	Mục đích
cai thien tuong tac nguoi-may	cải thiện tương tác người-máy
de dung	dễ dùng
de tiep can	dễ tiếp cận
Hieu qua	Hiệu quả
giam loi nguoi dung, tang nang suat, giam dao tao	giảm lỗi người dùng, tăng năng suất, giảm đào tạo
KHONG phai muc tieu chinh	KHÔNG phải mục tiêu chính
giam gia hardware, tang nhiet CPU, bo multimedia	giảm giá hardware, tăng nhiệt CPU, bỏ multimedia
### S9. File organization	### S9. File organization
luu theo thu tu, doc lan luot	lưu theo thứ tự, đọc lần lượt
truy cap nhanh theo key/dia chi	truy cập nhanh theo key/địa chỉ
phu hop 1 trieu ban ghi + customer ID duy nhat	phù hợp 1 triệu bản ghi + customer ID duy nhất
ghi theo thu tu nhan duoc, khong sort	ghi theo thứ tự nhận được, không sort
insert nhanh, search cham	insert nhanh, search chậm
tuan tu, cham random access	tuần tự, chậm random access
### S10. SQL bo sung	### S10. SQL bổ sung
xoa CA dinh nghia bang VA du lieu	xóa CẢ định nghĩa bảng VÀ dữ liệu
xoa dong	xóa dòng
co the co WHERE	có thể có WHERE
cau truc bang con	cấu trúc bảng còn
xoa het dong, giu cau truc	xóa hết dòng, giữ cấu trúc
tuy DBMS	tùy DBMS
Tim luong cao thu 2 theo phong	Tìm lương cao thứ 2 theo phòng
dung subquery	dùng subquery
voi dieu kien < MAX	với điều kiện < MAX
Hoac	Hoặc
trong window function	trong window function
### S11. Truyen file - tinh thoi gian	### S11. Truyền file - tính thời gian
Cong thuc	Công thức
Kich_thuoc_bit / (Toc_do_bit_hieu_dung)	Kích_thước_bit / (Tốc_độ_bit_hiệu_dụng)
Toc do hieu dung	Tốc độ hiệu dụng
duong 64 kbps	đường 64 kbps
So bit	Số bit
Toc do hieu dung	Tốc độ hiệu dụng
Luu y don vi	Lưu ý đơn vị
thuong trong de mang	thường trong đề mạng
### S12. Two's complement - cach tinh	### S12. Two's complement - cách tính
So am n bit dang 2's complement	Số âm n bit dạng 2's complement
neu bit cao nhat = 1 thi la so am	nếu bit cao nhất = 1 thì là số âm
Cach 1	Cách 1
gia tri	giá trị
tong	tổng
Cach 2	Cách 2
dao bit roi +1 de lay tri tuyet doi, roi them dau tru	đảo bit rồi +1 để lấy trị tuyệt đối, rồi thêm dấu trừ
Dao bit	Đảo bit
thap phan	thập phân
so la	số là
Hoac	Hoặc
### S13. Hex / radix nhac lai	### S13. Hex / radix nhắc lại
Hex dung 0-9, A-F	Hex dùng 0-9, A-F
Octal (bat phan): chu so 0-7	Octal (bát phân): chữ số 0-7
Decimal: 0-9	Decimal: 0-9
moi chu so thap phan = 4 bit	mỗi chữ số thập phân = 4 bit
khong phai he dem 0-7	không phải hệ đếm 0-7
### S14. Postfix / Reverse Polish Notation (RPN)	### S14. Postfix / Reverse Polish Notation (RPN)
Trung to	Trung tố
Tien to (prefix)	Tiền tố (prefix)
Hau to (postfix/RPN)	Hậu tố (postfix/RPN)
vi * uu tien hon +, nhan B*C truoc roi cong A	vì * ưu tiên hơn +, nhân B*C trước rồi cộng A
Quy tac hau to	Quy tắc hậu tố
toan hang truoc, toan tu sau	toán hạng trước, toán tử sau
dung stack	dùng stack
gap so thi PUSH	gặp số thì PUSH
gap phep thi POP 2 toan hang, tinh, PUSH ket qua	gặp phép thì POP 2 toán hạng, tính, PUSH kết quả
Nhan 2 ve	Nhân 2 vế
De thi hay cho bieu thuc, chon dung chuoi postfix	Đề thi hay cho biểu thức, chọn đúng chuỗi postfix
### S15. Stack / Queue mo phong buoc	### S15. Stack / Queue mô phỏng bước
PUSH them dinh, POP lay dinh	PUSH thêm đỉnh, POP lấy đỉnh
Vi du rong	Ví dụ rỗng
dinh con lai	đỉnh còn lại
ENQUEUE cuoi, DEQUEUE dau	ENQUEUE cuối, DEQUEUE đầu
dau hang	đầu hàng
con C,D	còn C,D
### S16. Linked list chen	### S16. Linked list chèn
can con tro Head de duyet tu dau	cần con trỏ Head để duyệt từ đầu
Chen X giua B va C	Chèn X giữa B và C
Khong can bat dau tu Tail	Không cần bắt đầu từ Tail
singly khong co prev	singly không có prev
### S17. BST va duyet cay	### S17. BST và duyệt cây
moi nut trai < nut hien tai < nut phai	mỗi nút trái < nút hiện tại < nút phải
moi cay con cung thoa	mỗi cây con cũng thỏa
Inorder (trai-nut-phai) tren BST cho day TANG DAN	Inorder (trái-nút-phải) trên BST cho dãy TĂNG DẦN
Vi du nut	Ví dụ nút
nut-trai-phai	nút-trái-phải
trai-phai-nut	trái-phải-nút
Cay nhi phan day du	Cây nhị phân đầy đủ
chieu cao toi thieu	chiều cao tối thiểu
muc 0-based hoac so canh	mức 0-based hoặc số cạnh
can doc de	cần đọc đề
chieu cao toi thieu	chiều cao tối thiểu
thuong = floor(log2 n) = 4 (canh) hoac so level = 5	thường = floor(log2 n) = 4 (cạnh) hoặc số level = 5
O de FE/tieng Viet hay lay so level-1 = 4 khi 31 nut perfect	Ở đề FE/tiếng Việt hay lấy số level-1 = 4 khi 31 nút perfect
### S18. Sort / Search bo sung	### S18. Sort / Search bổ sung
moi luot "noi" phan tu lon ve cuoi	mỗi lượt "nổi" phần tử lớn về cuối
swap ke nhau	swap kề nhau
moi luot chon MIN (hoac max) trong phan con lai, doi len dau phan chua sort	mỗi lượt chọn MIN (hoặc max) trong phần còn lại, đổi lên đầu phần chưa sort
Vi du	Ví dụ
lan 1 chon min=16, doi voi 84	lần 1 chọn min=16, đổi với 84
thuoc Divide and Conquer (chia de tri)	thuộc Divide and Conquer (chia để trị)
khong phai (hoac khong dac trung DnC)	không phải (hoặc không đặc trưng DnC)
khong can mang da sort	không cần mảng đã sort
best case so sanh = 1 (dung ngay dau)	best case so sánh = 1 (đúng ngay đầu)
CAN mang da sort	CẦN mảng đã sort
So lan so sanh toi da	Số lần so sánh tối đa
Vi du N=7 (mang 7 pt) tim 1 pt: toi da 3 lan	Ví dụ N=7 (mảng 7 phần tử) tìm 1 phần tử: tối đa 3 lần
### S19. Divide and Conquer	### S19. Divide and Conquer
Chia bai toan thanh bai con giong nhau, giai roi ket hop	Chia bài toán thành bài con giống nhau, giải rồi kết hợp
Vi du	Ví dụ
tinh luy thua nhanh	tính lũy thừa nhanh
brute force / don gian, khong xep nhom DnC chuan trong de	brute force / đơn giản, không xếp nhóm DnC chuẩn trong đề
### S20. ISMS / PDCA	### S20. ISMS / PDCA
thiet lap muc tieu, chinh sach, danh gia rui ro	thiết lập mục tiêu, chính sách, đánh giá rủi ro
tai san thong tin, chon bien phap	tài sản thông tin, chọn biện pháp
trien khai bien phap / van hanh	triển khai biện pháp / vận hành
giam sat, do, review tinh trang	giám sát, đo, review tình trạng
cai tien	cải tiến
Vay	Vậy
### S21. Risk assessment dung	### S21. Risk assessment đúng
Khong the xu ly het moi rui ro	Không thể xử lý hết mọi rủi ro
uoc luong thiet hai * tan suat, xep hang uu tien theo muc do rui ro	ước lượng thiệt hại * tần suất, xếp hạng ưu tiên theo mức độ rủi ro
SAI: chi nhin loss value ma bo qua tan suat	SAI: chỉ nhìn loss value mà bỏ qua tần suất
khong duoc lap lai phan tich	không được lặp lại phân tích
khong duoc dung du lieu qua khu tuong tu	không được dùng dữ liệu quá khứ tương tự
### S22. Information security policy	### S22. Information security policy
Chinh sach the hien tu duy / huong di cua to chuc ve hanh vi va tieu chi phan doan de dat muc an ninh	Chính sách thể hiện tư duy / hướng đi của tổ chức về hành vi và tiêu chí phán đoán để đạt mức an ninh
Ap dung toan to chuc, khong phu thuoc tung san pham bao mat	Áp dụng toàn tổ chức, không phụ thuộc từng sản phẩm bảo mật
Khong phai de cong bo vulnerability ra ben ngoai	Không phải để công bố vulnerability ra bên ngoài
### S23. CIA map dap an de	### S23. CIA map đáp án đề
khong lo hong cho ben thu 3	không lộ hổng cho bên thứ 3
thong tin / quy trinh xu ly chinh xac va day du	thông tin / quy trình xử lý chính xác và đầy đủ
user truy cap tai san thong tin dung luc can	user truy cập tài sản thông tin đúng lúc cần
dung user duoc uy quyen	đúng user được ủy quyền
### S24. Cryptography - de hay ra	### S24. Cryptography - đề hay ra
1 khoa chung	1 khóa chung
nhanh	nhanh
kho chia khoa an toan cho nhieu nguoi neu dung chung 1 key	khó chia khóa an toàn cho nhiều người nếu dùng chung 1 key
public ma hoa / private giai ma	public mã hóa / private giải mã
hoac nguoc cho chu ky	hoặc ngược cho chữ ký
CHAM hon symmetric	CHẬM hơn symmetric
public key duoc cong khai	public key được công khai
KHONG can phan phoi bi mat khoa ma hoa public	KHÔNG cần phân phối bí mật khóa mã hóa public
Hybrid thuc dung	Hybrid thực dụng
dung public key de ma hoa/gui common key phien	dùng public key để mã hóa/gửi common key phiên
roi dung common key ma hoa du lieu	rồi dùng common key mã hóa dữ liệu
Day la mo ta "appropriate" hay chon	Đây là mô tả "appropriate" hay chọn
ngan lo hong NOI DUNG	ngăn lộ hổng NỘI DUNG
Khong ngan DoS mail	Không ngăn DoS mail
khong tu dong bao ve log server	không tự động bảo vệ log server
mat key van la van de quan ly key	mất key vẫn là vấn đề quản lý key
### S25. Digital signature muc tieu	### S25. Digital signature mục tiêu
Dam bao noi dung khong bi sua trai phep	Đảm bảo nội dung không bị sửa trái phép
xac thuc nguoi ky + non-repudiation	xác thực người ký + non-repudiation
Khi release software: chu yeu	Khi release software: chủ yếu
KHONG phai: han che user	KHÔNG phải: hạn chế user
do la license/DRM	đó là license/DRM
chung minh ban quyen	chứng minh bản quyền
cam ket bao tri	cam kết bảo trì
### S26. Biometric	### S26. Biometric
tu mat	từ mắt
van tay	vân tay
giong	giọng
long ban tay	lòng bàn tay
khuon mat	khuôn mặt
### S27. WPA / WAF / NAT / UTM	### S27. WPA / WAF / NAT / UTM
ma hoa / bao mat Wireless LAN	mã hóa / bảo mật Wireless LAN
chan tan cong loi ung dung web	chặn tấn công lỗi ứng dụng web
map 1 internal IP <-> 1 external IP	map 1 internal IP <-> 1 external IP
tich hop nhieu chuc nang bao mat	tích hợp nhiều chức năng bảo mật
### S28. Proxy	### S28. Proxy
thay client gui request ra server (phia client)	thay client gửi request ra server (phía client)
thay server nhan request tu client (phia server)	thay server nhận request từ client (phía server)
can bang tai, SSL offload, bao ve origin	cân bằng tải, SSL offload, bảo vệ origin
Khac IDS (phat hien xam nhap)	Khác IDS (phát hiện xâm nhập)
khac personal firewall chi PC	khác personal firewall chỉ PC
### S29. OP25B	### S29. OP25B
loc/chan may tram noi bo gui SMTP (port 25) thang ra mail server ngoai	lọc/chặn máy trạm nội bộ gửi SMTP (port 25) thẳng ra mail server ngoài
giam spam may nhiem	giảm spam máy nhiễm
Khac SPF/DKIM (xac thuc domain), honeypot, web content filter	Khác SPF/DKIM (xác thực domain), honeypot, web content filter
### S30. JPCERT/CC	### S30. JPCERT/CC
la coordinating body cho Information Security Early Warning Partnership	là coordinating body cho Information Security Early Warning Partnership
doi tac canh bao som an ninh thong tin	đối tác cảnh báo sớm an ninh thông tin
o Nhat	ở Nhật
Khac IPA security center thuan tuy	Khác IPA security center thuần túy
khac Cabinet Secretariat center	khác Cabinet Secretariat center
khac du an dieu tra cryptography thuan	khác dự án điều tra cryptography thuần
### S31. Antivirus	### S31. Antivirus
so khop mau virus da biet	so khớp mẫu virus đã biết
hieu qua virus BIET, co ten virus	hiệu quả virus BIẾT, có tên virus
bat hanh vi la	bắt hành vi lạ
kho luon cho ra ten chinh xac nhu signature	khó luôn cho ra tên chính xác như signature
Signature file KHONG chi la 16/32 byte dau cua moi virus	Signature file KHÔNG chỉ là 16/32 byte đầu của mỗi virus
mo ta do sai/qua don gian	mô tả đó sai/quá đơn giản
Cung size file truoc/sau nhiem khong dam bao restore duoc chi bang "go virus"	Cùng size file trước/sau nhiễm không đảm bảo restore được chỉ bằng "gỡ virus"
### S32. Password admin dung	### S32. Password admin đúng
Sau khi xac minh danh tinh user quen mat khau	Sau khi xác minh danh tính user quên mật khẩu
RESET password va de user tu dat mat khau moi	RESET password và để user tự đặt mật khẩu mới
SAI: giai ma hash/password roi gui email/phone	SAI: giải mã hash/password rồi gửi email/phone
password dung hash 1 chieu, khong "decrypt"	password dùng hash 1 chiều, không "decrypt"
gui password cu la nguy hiem	gửi password cũ là nguy hiểm
### S33. Social engineering	### S33. Social engineering
Loi dung con nguoi, khong can exploit ky thuat	Lợi dụng con người, không cần exploit kỹ thuật
gia danh nguoi uy quyen goi dien hoi password	giả danh người ủy quyền gọi điện hỏi password
Khac: tan cong lo hong OS, remote control bot, crack PIN bang chuong trinh (ky thuat)	Khác: tấn công lỗ hổng OS, remote control bot, crack PIN bằng chương trình (kỹ thuật)
### S34. SSL/TLS	### S34. SSL/TLS
Giao thuc ket hop xac thuc client-server (qua certificate) va ma hoa du lieu truyen	Giao thức kết hợp xác thực client-server (qua certificate) và mã hóa dữ liệu truyền
xac thuc POP co bao ve password mot phan	xác thực POP có bảo vệ password một phần
uy quyen API	ủy quyền API
khung xac thuc mang	khung xác thực mạng
### S35. CCU (Communication Control Unit)	### S35. CCU (Communication Control Unit)
Thuc hien lap/thao goi du lieu truyen, dieu khien loi truyen	Thực hiện lắp/tháo gói dữ liệu truyền, điều khiển lỗi truyền
dinh dang phu hop duong truyen	định dạng phù hợp đường truyền
quay so	quay số
Tach biet chuc nang	Tách biệt chức năng
### S36. Multiplexing ngan gon	### S36. Multiplexing ngắn gọn
chia khe thoi gian (time slots) cho tung kenh/user	chia khe thời gian (time slots) cho từng kênh/user
chia bang tan so	chia băng tần số
chia buoc song anh sang	chia bước sóng ánh sáng
gan ma cho user	gán mã cho user
### S37. Multimedia	### S37. Multimedia
noi dung hinh anh chuyen dong	nội dung hình ảnh chuyển động
am thanh	âm thanh
tinh	tĩnh
chu	chữ
du lieu nhi phan chung	dữ liệu nhị phân chung
### S38. Semiconductor vs magnetic disk	### S38. Semiconductor vs magnetic disk
truy cap nhanh hon, it chuyen dong co	truy cập nhanh hơn, ít chuyển động cơ
re / dung luong lon, cham hon do seek+quay	rẻ / dung lượng lớn, chậm hơn do seek+quay
### S39. Response time / Availability / Real-time / Batch / Centralized	### S39. Response time / Availability / Real-time / Batch / Centralized
thoi gian tu gui yeu cau den nhan phan hoi	thời gian từ gửi yêu cầu đến nhận phản hồi
xac suat he thong dung duoc khi can	xác suất hệ thống dùng được khi cần
Payroll thang 1 lan	Payroll tháng 1 lần
Dat ve may bay can ngay	Đặt vé máy bay cần ngay
moi xu ly dồn 1 may trung tam	mọi xử lý dồn 1 máy trung tâm
nhieu may	nhiều máy
### S40. File management OS	### S40. File management OS
Quan ly file dong thoi nhieu user, khoa/quyen truy cap, toan ven	Quản lý file đồng thời nhiều user, khóa/quyền truy cập, toàn vẹn
khong phai language processing hay licensing	không phải language processing hay licensing
### S41. OS Process Management	### S41. OS Process Management
Chiu trach nhiem scheduling: process nao nhan CPU (time)	Chịu trách nhiệm scheduling: process nào nhận CPU (time)
