subject,task,id,num,answer,question,questionVi,options,answerDisplay,intent,concept,whyCorrect,whyWrong,memoryTip
jit,slides,473,463,A,【専門用語】USB（Universal System Bus） の意味として最も適切なものはどれか。,【Thuật ngữ】Nghĩa nào phù hợp nhất với «USB（Universal System Bus）»?,A: USB (Bus hệ thống vạn năng ) || B: 解像度 || C: Xóa bỏ || D: thiết bị xử lý tính toán trung tâm,A. USB (Bus hệ thống vạn năng ),"• Chọn định nghĩa/nghĩa phù hợp nhất với thuật ngữ trong đề.
• Thuật ngữ: «USB（Universal System Bus）»","• «USB（Universal System Bus）» → USB (Bus hệ thống vạn năng )
• Giải nghĩa theo thành phần thuật ngữ Nhật.","• Nghĩa đúng: USB (Bus hệ thống vạn năng )
• Chứa «USB» → USB",B: • Là gì? 解像度: độ phân giải / • Dùng để làm gì? Thuật ngữ/khái niệm IT tương ứng trong ngân hàng JIT. / • Vì sao sai? Không phải nghĩa chuẩn của «USB（Universal System Bus）». Nghĩa đúng: USB (Bus hệ thống vạn năng ). || C: • Là gì? Xóa bỏ / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «USB（Universal System Bus）». Nghĩa đúng: USB (Bus hệ thống vạn năng ). || D: • Là gì? thiết bị xử lý tính toán trung tâm / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «USB（Universal System Bus）». Nghĩa đúng: USB (Bus hệ thống vạn năng ).,"• USB（Universal System Bus） ≈ USB (Bus hệ thống vạn năng )
• Ưu tiên định nghĩa chuẩn giáo trình, không dịch word-by-word lệch."
jit,slides,474,464,A,【専門用語】基板（きばん） の意味として最も適切なものはどれか。,【Thuật ngữ】Nghĩa nào phù hợp nhất với «基板（きばん）»?,A: bảng mạch || B: máy chiếu || C: Đóng kín || D: tập lệnh,A. bảng mạch,"• Chọn định nghĩa/nghĩa phù hợp nhất với thuật ngữ trong đề.
• Thuật ngữ: «基板（きばん）»","• «基板（きばん）» → bảng mạch
• Nghĩa tiếng Việt của thuật ngữ.",• Nghĩa đúng: bảng mạch,B: • Là gì? máy chiếu / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «基板（きばん）». Nghĩa đúng: bảng mạch. || C: • Là gì? Đóng kín / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «基板（きばん）». Nghĩa đúng: bảng mạch. || D: • Là gì? tập lệnh / • Dùng để làm gì? Đối chiếu với thuật ngữ đúng trong đề. / • Vì sao sai? Không phải nghĩa chuẩn của «基板（きばん）». Nghĩa đúng: bảng mạch.,"• 基板（きばん） ≈ bảng mạch
• Ưu tiên định nghĩa chuẩn giáo trình, không dịch word-by-word lệch."
jit,slides,475,465,A,【専門用語】演算装置（えんざんそうち） の意味として最も適切なものはどれか。,【Thuật ngữ】Nghĩa nào phù hợp nhất với «演算装置（えんざんそうち）» (thiết bị tính toán (ALU/đơn vị tính))?,A: Thiết bị tính toán || B: Số màu || C: Xóa bỏ || D: bus trong CPU,A. Thiết bị tính toán,"• Chọn định nghĩa/nghĩa phù hợp nhất với thuật ngữ trong đề.
• Thuật ngữ: «演算装置（えんざんそうち）»","• «演算装置（えんざんそうち）» → Thiết bị tính toán
• Nghĩa tiếng Việt của thuật ngữ.",• Nghĩa đúng: Thiết bị tính toán,B: • Là gì? Số màu / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «演算装置（えんざんそうち）». Nghĩa đúng: Thiết bị tính toán. || C: • Là gì? Xóa bỏ / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «演算装置（えんざんそうち）». Nghĩa đúng: Thiết bị tính toán. || D: • Là gì? bus trong CPU / • Dùng để làm gì? Đối chiếu với thuật ngữ đúng trong đề. / • Vì sao sai? Không phải nghĩa chuẩn của «演算装置（えんざんそうち）». Nghĩa đúng: Thiết bị tính toán.,"• 演算装置（えんざんそうち） ≈ Thiết bị tính toán
• Ưu tiên định nghĩa chuẩn giáo trình, không dịch word-by-word lệch."
jit,slides,476,466,A,【専門用語】整数（せいすう） の意味として最も適切なものはどれか。,【Thuật ngữ】Nghĩa nào phù hợp nhất với «整数（せいすう）»?,A: Số nguyên || B: Thiết bị tính toán || C: 解像度 || D: tập lệnh,A. Số nguyên,"• Chọn định nghĩa/nghĩa phù hợp nhất với thuật ngữ trong đề.
• Thuật ngữ: «整数（せいすう）»","• «整数（せいすう）» → Số nguyên
• Nghĩa tiếng Việt của thuật ngữ.",• Nghĩa đúng: Số nguyên,B: • Là gì? Thiết bị tính toán / • Dùng để làm gì? Nghĩa tiếng Việt của thuật ngữ. / • Vì sao sai? Không phải nghĩa chuẩn của «整数（せいすう）». Nghĩa đúng: Số nguyên. || C: • Là gì? 解像度: độ phân giải / • Dùng để làm gì? Thuật ngữ/khái niệm IT tương ứng trong ngân hàng JIT. / • Vì sao sai? Không phải nghĩa chuẩn của «整数（せいすう）». Nghĩa đúng: Số nguyên. || D: • Là gì? tập lệnh / • Dùng để làm gì? Đối chiếu với thuật ngữ đúng trong đề. / • Vì sao sai? Không phải nghĩa chuẩn của «整数（せいすう）». Nghĩa đúng: Số nguyên.,"• 整数（せいすう） ≈ Số nguyên
• Ưu tiên định nghĩa chuẩn giáo trình, không dịch word-by-word lệch."
jit,slides,477,467,C,【専門用語】次のベトナム語の用語を日本語に直しなさい。 cung từ,【Thuật ngữ】Hãy dịch thuật ngữ tiếng Việt sau sang tiếng Nhật: «cung từ»,A: 主記憶装置 || B: 実数 || C: セクタ || D: DRAM,C. セクタ — cung từ,"• Câu từ vựng: cho thuật ngữ tiếng Việt → chọn bản tiếng Nhật đúng.
• Thuật ngữ cần dịch: «cung từ»",• «cung từ» trong tiếng Nhật là «セクタ» (cung từ).,"• «cung từ» = セクタ
• Việt «cung từ» ⇔ Nhật «セクタ».
• セクタ: cung từ
• Chọn đúng cặp dịch thuật ngữ, không chọn từ gần nghĩa khác lĩnh vực.",A: • Là gì? Chứa «記憶装置» → thiết bị nhớ / • Dùng để làm gì? Giải nghĩa theo thành phần thuật ngữ Nhật. / • Vì sao sai? «thiết bị nhớ» không phải bản dịch tiếng Nhật của «cung từ». Đúng: «セクタ» (cung từ). || B: • Là gì? Thuật ngữ JP: 実数 / • Dùng để làm gì? Đối chiếu với thuật ngữ đúng trong đề. / • Vì sao sai? «実数» không phải bản dịch tiếng Nhật của «cung từ». Đúng: «セクタ» (cung từ). || D: • Là gì? DRAM / • Dùng để làm gì? Đối chiếu với thuật ngữ đúng trong đề. / • Vì sao sai? «DRAM» không phải bản dịch tiếng Nhật của «cung từ». Đúng: «セクタ» (cung từ).,"• cung từ = セクタ
• Học theo cặp VI ↔ JP, tránh nhầm từ kanji/katakana gần."
jit,slides,478,468,B,【専門用語】次のベトナム語の用語を日本語に直しなさい。 解像度,【Thuật ngữ】Hãy dịch thuật ngữ tiếng Việt sau sang tiếng Nhật: «解像度»,A: プロジェクタ || B: Thiết bị ghi nhớ bổ trợ || C: 放熱板 || D: ベンチマークテスト,B. Thiết bị ghi nhớ bổ trợ,"• Câu từ vựng: cho thuật ngữ tiếng Việt → chọn bản tiếng Nhật đúng.
• Thuật ngữ cần dịch: «解像度»",• «解像度» trong tiếng Nhật là «Thiết bị ghi nhớ bổ trợ».,"• «解像度» = Thiết bị ghi nhớ bổ trợ
• Việt «解像度» ⇔ Nhật «Thiết bị ghi nhớ bổ trợ».
• Thiết bị ghi nhớ bổ trợ
• Chọn đúng cặp dịch thuật ngữ, không chọn từ gần nghĩa khác lĩnh vực.",A: • Là gì? Thuật ngữ JP: プロジェクタ / • Dùng để làm gì? Đối chiếu với thuật ngữ đúng trong đề. / • Vì sao sai? «プロジェクタ» không phải bản dịch tiếng Nhật của «解像度». Đúng: «Thiết bị ghi nhớ bổ trợ» (Thiết bị ghi nhớ bổ trợ). || C: • Là gì? Thuật ngữ JP: 放熱板 / • Dùng để làm gì? Đối chiếu với thuật ngữ đúng trong đề. / • Vì sao sai? «放熱板» không phải bản dịch tiếng Nhật của «解像度». Đúng: «Thiết bị ghi nhớ bổ trợ» (Thiết bị ghi nhớ bổ trợ). || D: • Là gì? Chứa «テスト» → kiểm thử / • Dùng để làm gì? Giải nghĩa theo thành phần thuật ngữ Nhật. / • Vì sao sai? «kiểm thử» không phải bản dịch tiếng Nhật của «解像度». Đúng: «Thiết bị ghi nhớ bổ trợ» (Thiết bị ghi nhớ bổ trợ).,"• 解像度 = Thiết bị ghi nhớ bổ trợ
• Học theo cặp VI ↔ JP, tránh nhầm từ kanji/katakana gần."
jit,slides,479,469,C,（コンピュータの構造）導入 について正しい説明はどれか。,（コンピュータの構造）導入 — đúng 説明は là cái nào? → （máy tính (computer)の構造）導入 — đúng 説明は là cái nào?,A: たとえば，時間は連続的に流れていますが，デジタル時計では1秒単位の数字として扱っています。 || B: 現在使われているコンピュータは，デジタルコンピュータです。 || C: パソコンのカタログを見てみると，仕様の欄には細かい数字や聞き慣れない用語が並んでいます。 || D: アナログとは，連続的な量のことを表します。長さ・重さ・時間など身の回りの多くの物理量はアナログ量です。,C. パソコンのカタログを見てみると，仕様の欄には細かい数字や聞き慣れない用語が並んでいます。,"• Câu JIT: nắm định nghĩa/thứ tự/thuật ngữ CNTT.
• Thuật ngữ JP: パソコンのカタログを見てみると，仕様の欄には細かい数字や聞き慣れない用語が並んでいます。","• Thuật ngữ JP: パソコンのカタログを見てみると，仕様の欄には細かい数字や聞き慣れない用語が並んでいます。
• Đối chiếu với thuật ngữ đúng trong đề.","• Thuật ngữ JP: パソコンのカタログを見てみると，仕様の欄には細かい数字や聞き慣れない用語が並んでいます。
• Đáp án C: パソコンのカタログを見てみると，仕様の欄には細かい数字や聞き慣れない用語が並んでいます。",A: • Là gì? Chứa «デジタル» → số (digital) / • Dùng để làm gì? Giải nghĩa theo thành phần thuật ngữ Nhật. / • Vì sao sai? số (digital). Không khớp đáp án đúng (C): パソコンのカタログを見てみると，仕様の欄には細かい数字や聞き慣れない用語が並んでいます。. || B: • Là gì? 現在使われているコンピュータは，デジタルコンピュータです。: 現在使われているコンピュータは，デジタルコンピュータです。 → 現在使われているmáy tính (computer)は，số (digital)máy tính (computer)です。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? 現在使われているコンピュータは，デジタルコンピュータです。 → 現在使われているmáy tính (computer)は，số (digital)máy tính (computer)です。. Không khớp đáp án đúng (C): パソコンのカタログを見てみると，仕様の欄には細かい数字や聞き慣れない用語が並んでいます。. || D: • Là gì? アナログとは，連続的な量のことを表します。長さ・重さ・時間など身の回りの多くの物理量はアナログ量です。: アナログとは，連続的な量のことを表します。長さ・重さ・時間など身の回りの多くの物理量はアナログ量です。 → tương tự (analog)とは，Đại lượng liên tụcのことを表します。長さ・重さ・時間など身の回りの多くの物理量はtương tự (analog)量です。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? アナログとは，連続的な量のことを表します。長さ・重さ・時間など身の回りの多くの物理量はアナログ量です。 → tương tự (analog)とは，Đại lượng liên tụcのことを表します。長さ・重さ・時間など身の回りの多くの物理量はtương tự (analog)量です。. Không khớp đáp án đúng (C): パソコンのカタログを見てみると，仕様の欄には細かい数字や聞き慣れない用語が並んでいます。.,
jit,slides,480,470,D,（コンピュータの構造）コンピュータの構成要素 について正しい説明はどれか。,（コンピュータの構造）コンピュータの構成要素 — đúng 説明は là cái nào? → （máy tính (computer)の構造）máy tính (computer)の構成要素 — đúng 説明は là cái nào?,A: デジタルとは，数値化された量のことを表します。デジタルコンピュータでは電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。 || B: アナログとは，連続的な量のことを表します。長さ・重さ・時間など身の回りの多くの物理量はアナログ量です。 || C: 現在使われているコンピュータは，デジタルコンピュータです。 || D: コンピュータは，演算装置，記憶装置，制御装置，入力装置，出力装置の 5 要素からなります（ 図 52 ）。,D. コンピュータは，演算装置，記憶装置，制御装置，入力装置，出力装置の 5 要素からなります（ 図 52 ）。 → máy tính (computer)は，thiết bị tính toán (ALU/đơn vị tính)，thiết bị nhớ，thiết bị điều khiển，thiết bị vào，thiết bị raの 5 要素からなります（ 図 52 ）。,"• Câu JIT: nắm định nghĩa/thứ tự/thuật ngữ CNTT.
• コンピュータは，演算装置，記憶装置，制御装置，入力装置，出力装置の 5 要素からなります（ 図 52 ）。: コンピュータは，演算装置，記憶装置，制御装置，入力装置，出力装置の 5 要素からなります（ 図 52 ）。 → máy tính (computer)は，thiết bị tính toán (ALU/đơn vị tính)，thiết bị nhớ，thiết bị điều khiển，thiết bị vào，thiết bị raの 5 要素からなります（ 図 52 ）。","• コンピュータは，演算装置，記憶装置，制御装置，入力装置，出力装置の 5 要素からなります（ 図 52 ）。: コンピュータは，演算装置，記憶装置，制御装置，入力装置，出力装置の 5 要素からなります（ 図 52 ）。 → máy tính (computer)は，thiết bị tính toán (ALU/đơn vị tính)，thiết bị nhớ，thiết bị điều khiển，thiết bị vào，thiết bị raの 5 要素からなります（ 図 52 ）。
• Đối chiếu đúng nghĩa thuật ngữ trong đề.","• コンピュータは，演算装置，記憶装置，制御装置，入力装置，出力装置の 5 要素からなります（ 図 52 ）。: コンピュータは，演算装置，記憶装置，制御装置，入力装置，出力装置の 5 要素からなります（ 図 52 ）。 → máy tính (computer)は，thiết bị tính toán (ALU/đơn vị tính)，thiết bị nhớ，thiết bị điều khiển，thiết bị vào，thiết bị raの 5 要素からなります（ 図 52 ）。
• Đáp án D: コンピュータは，演算装置，記憶装置，制御装置，入力装置，出力装置の 5 要素からなります（ 図 52 ）。 → máy tính (computer)は，thiết bị tính toán (ALU/đơn vị tính)，thiết bị nhớ，thiết bị điều khiển，thiết bị vào，thiết bị raの 5 要素からなります（ 図 52 ）。",A: • Là gì? デジタルとは，数値化された量のことを表します。デジタルコンピュータでは電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。: デジタルとは，数値化された量のことを表します。デジタルコンピュータでは電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。 → số (digital)とは，Đại lượng đã số hóaのことを表します。số (digital)máy tính (computer)では電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? デジタルとは，数値化された量のことを表します。デジタルコンピュータでは電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。 → số (digital)とは，Đại lượng đã số hóaのことを表します。số (digital)máy tính (computer)では電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。. Không khớp đáp án đúng (D): コンピュータは，演算装置，記憶装置，制御装置，入力装置，出力装置の 5 要素からなります（ 図 52 ）。 → máy tính (computer)は，thiết bị tính toán (ALU/đơn vị tính)，thiết bị nhớ，thiết bị điều khiển，thiết bị vào，thiết bị raの 5 要素からなります（ 図 52 ）。. || B: • Là gì? アナログとは，連続的な量のことを表します。長さ・重さ・時間など身の回りの多くの物理量はアナログ量です。: アナログとは，連続的な量のことを表します。長さ・重さ・時間など身の回りの多くの物理量はアナログ量です。 → tương tự (analog)とは，Đại lượng liên tụcのことを表します。長さ・重さ・時間など身の回りの多くの物理量はtương tự (analog)量です。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? アナログとは，連続的な量のことを表します。長さ・重さ・時間など身の回りの多くの物理量はアナログ量です。 → tương tự (analog)とは，Đại lượng liên tụcのことを表します。長さ・重さ・時間など身の回りの多くの物理量はtương tự (analog)量です。. Không khớp đáp án đúng (D): コンピュータは，演算装置，記憶装置，制御装置，入力装置，出力装置の 5 要素からなります（ 図 52 ）。 → máy tính (computer)は，thiết bị tính toán (ALU/đơn vị tính)，thiết bị nhớ，thiết bị điều khiển，thiết bị vào，thiết bị raの 5 要素からなります（ 図 52 ）。. || C: • Là gì? 現在使われているコンピュータは，デジタルコンピュータです。: 現在使われているコンピュータは，デジタルコンピュータです。 → 現在使われているmáy tính (computer)は，số (digital)máy tính (computer)です。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? 現在使われているコンピュータは，デジタルコンピュータです。 → 現在使われているmáy tính (computer)は，số (digital)máy tính (computer)です。. Không khớp đáp án đúng (D): コンピュータは，演算装置，記憶装置，制御装置，入力装置，出力装置の 5 要素からなります（ 図 52 ）。 → máy tính (computer)は，thiết bị tính toán (ALU/đơn vị tính)，thiết bị nhớ，thiết bị điều khiển，thiết bị vào，thiết bị raの 5 要素からなります（ 図 52 ）。.,
jit,slides,481,471,B,（コンピュータの構造）パソコンの内部構成 について正しい説明はどれか。,（コンピュータの構造）パソコンの内部構成 — đúng 説明は là cái nào? → （máy tính (computer)の構造）パソコンの内部構成 — đúng 説明は là cái nào?,A: 現在使われているコンピュータは，デジタルコンピュータです。 || B: デスクトップパソコンの蓋を開けてみると図 53 のように様々な部品を見ることができます。 || C: 日常生活でなじんでいるパソコンから， スーパーコンピュータまで， 世の中には多くの形態のコンピュータがありますが， その基本原理はまったく同じです。 この章では， コンピュータの機能や歴史の基礎について概観します。 || D: デジタルコンピュータでは，一定単位の数字に近似して扱っています。,B. デスクトップパソコンの蓋を開けてみると図 53 のように様々な部品を見ることができます。,"• Câu JIT: nắm định nghĩa/thứ tự/thuật ngữ CNTT.
• Thuật ngữ JP: デスクトップパソコンの蓋を開けてみると図 53 のように様々な部品を見ることができます。","• Thuật ngữ JP: デスクトップパソコンの蓋を開けてみると図 53 のように様々な部品を見ることができます。
• Đối chiếu với thuật ngữ đúng trong đề.","• Thuật ngữ JP: デスクトップパソコンの蓋を開けてみると図 53 のように様々な部品を見ることができます。
• Đáp án B: デスクトップパソコンの蓋を開けてみると図 53 のように様々な部品を見ることができます。",A: • Là gì? 現在使われているコンピュータは，デジタルコンピュータです。: 現在使われているコンピュータは，デジタルコンピュータです。 → 現在使われているmáy tính (computer)は，số (digital)máy tính (computer)です。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? 現在使われているコンピュータは，デジタルコンピュータです。 → 現在使われているmáy tính (computer)は，số (digital)máy tính (computer)です。. Không khớp đáp án đúng (B): デスクトップパソコンの蓋を開けてみると図 53 のように様々な部品を見ることができます。. || C: • Là gì? 日常生活でなじんでいるパソコンから， スーパーコンピュータまで， 世の中には多くの形態のコンピュータがありますが， その基本原理はまったく同じです。 この章では， コンピュータの機能や歴史の基礎について概観します。: 日常生活でなじんでいるパソコンから， スーパーコンピュータまで， 世の中には多くの形態のコンピュータがありますが， その基本原理はまったく同じです。 この章では， コンピュータの機能や歴史の基礎について概観します。 → 日常生活でなじんでいるパソコンから， スーパーmáy tính (computer)まで， 世の中には多くの形態のmáy tính (computer)がありますが， その基本原理はまったく同じです。 この章では， máy tính (computer)の機能や歴史の基礎について概観します。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? 日常生活でなじんでいるパソコンから， スーパーコンピュータまで， 世の中には多くの形態のコンピュータがありますが， その基本原理はまったく同じです。 この章では， コンピュータの機能や歴史の基礎について概観します。 → 日常生活でなじんでいるパソコンから， スーパーmáy tính (computer)まで， 世の中には多くの形態のmáy tính (computer)がありますが， その基本原理はまったく同じです。 この章では， máy tính (computer)の機能や歴史の基礎について概観します。. Không khớp đáp án đúng (B): デスクトップパソコンの蓋を開けてみると図 53 のように様々な部品を見ることができます。. || D: • Là gì? デジタルコンピュータでは，一定単位の数字に近似して扱っています。: デジタルコンピュータでは，一定単位の数字に近似して扱っています。 → số (digital)máy tính (computer)では，一定単位の数字に近似して扱っています。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? デジタルコンピュータでは，一定単位の数字に近似して扱っています。 → số (digital)máy tính (computer)では，一定単位の数字に近似して扱っています。. Không khớp đáp án đúng (B): デスクトップパソコンの蓋を開けてみると図 53 のように様々な部品を見ることができます。.,
jit,slides,482,472,C,（コンピュータの構造）記憶装置の特徴 について正しい説明はどれか。,（コンピュータの構造）記憶装置の特徴 — đúng 説明は là cái nào? → （máy tính (computer)の構造）thiết bị nhớの特徴 — đúng 説明は là cái nào?,A: 現在使われているコンピュータは，デジタルコンピュータです。 || B: デジタルとは，数値化された量のことを表します。デジタルコンピュータでは電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。 || C: コンピュータとは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ハードディスクなど多種類あります。 || D: 日常生活でなじんでいるパソコンから， スーパーコンピュータまで， 世の中には多くの形態のコンピュータがありますが， その基本原理はまったく同じです。 この章では， コンピュータの機能や歴史の基礎について概観します。,C. コンピュータとは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ハードディスクなど多種類あります。 → máy tính (computer)とは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ổ cứngなど多種類あります。,"• Câu JIT: nắm định nghĩa/thứ tự/thuật ngữ CNTT.
• コンピュータとは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ハードディスクなど多種類あります。: コンピュータとは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ハードディスクなど多種類あります。 → máy tính (computer)とは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ổ cứngなど多種類あります。","• コンピュータとは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ハードディスクなど多種類あります。: コンピュータとは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ハードディスクなど多種類あります。 → máy tính (computer)とは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ổ cứngなど多種類あります。
• Đối chiếu đúng nghĩa thuật ngữ trong đề.","• コンピュータとは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ハードディスクなど多種類あります。: コンピュータとは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ハードディスクなど多種類あります。 → máy tính (computer)とは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ổ cứngなど多種類あります。
• Đáp án C: コンピュータとは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ハードディスクなど多種類あります。 → máy tính (computer)とは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ổ cứngなど多種類あります。",A: • Là gì? 現在使われているコンピュータは，デジタルコンピュータです。: 現在使われているコンピュータは，デジタルコンピュータです。 → 現在使われているmáy tính (computer)は，số (digital)máy tính (computer)です。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? 現在使われているコンピュータは，デジタルコンピュータです。 → 現在使われているmáy tính (computer)は，số (digital)máy tính (computer)です。. Không khớp đáp án đúng (C): コンピュータとは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ハードディスクなど多種類あります。 → máy tính (computer)とは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ổ cứngなど多種類あります。. || B: • Là gì? デジタルとは，数値化された量のことを表します。デジタルコンピュータでは電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。: デジタルとは，数値化された量のことを表します。デジタルコンピュータでは電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。 → số (digital)とは，Đại lượng đã số hóaのことを表します。số (digital)máy tính (computer)では電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? デジタルとは，数値化された量のことを表します。デジタルコンピュータでは電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。 → số (digital)とは，Đại lượng đã số hóaのことを表します。số (digital)máy tính (computer)では電圧が高い(オン)，低い(オフ)に対応させるために，1と0の数字だけを使っています。. Không khớp đáp án đúng (C): コンピュータとは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ハードディスクなど多種類あります。 → máy tính (computer)とは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ổ cứngなど多種類あります。. || D: • Là gì? 日常生活でなじんでいるパソコンから， スーパーコンピュータまで， 世の中には多くの形態のコンピュータがありますが， その基本原理はまったく同じです。 この章では， コンピュータの機能や歴史の基礎について概観します。: 日常生活でなじんでいるパソコンから， スーパーコンピュータまで， 世の中には多くの形態のコンピュータがありますが， その基本原理はまったく同じです。 この章では， コンピュータの機能や歴史の基礎について概観します。 → 日常生活でなじんでいるパソコンから， スーパーmáy tính (computer)まで， 世の中には多くの形態のmáy tính (computer)がありますが， その基本原理はまったく同じです。 この章では， máy tính (computer)の機能や歴史の基礎について概観します。 / • Dùng để làm gì? Đối chiếu đúng nghĩa thuật ngữ trong đề. / • Vì sao sai? 日常生活でなじんでいるパソコンから， スーパーコンピュータまで， 世の中には多くの形態のコンピュータがありますが， その基本原理はまったく同じです。 この章では， コンピュータの機能や歴史の基礎について概観します。 → 日常生活でなじんでいるパソコンから， スーパーmáy tính (computer)まで， 世の中には多くの形態のmáy tính (computer)がありますが， その基本原理はまったく同じです。 この章では， máy tính (computer)の機能や歴史の基礎について概観します。. Không khớp đáp án đúng (C): コンピュータとは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ハードディスクなど多種類あります。 → máy tính (computer)とは，記憶して処理する機械ですが，処理する部品が CPU だけなのに対し， 記憶する部品はメモリ， ổ cứngなど多種類あります。.,
