subject,local_subject,remote_id,num,answer,source,question
jfe301,fe,73,73,B,books,Which of the following is the appropriate flow of SQL statement processing?
jfe301,fe,74,74,A,books,Why is exclusive control (locking) needed in a DBMS?
jfe301,fe,75,75,C,books,Normalization in relational databases mainly aims to:
jfe301,fe,76,76,B,books,A primary key must:
jfe301,fe,77,77,A,books,ACID properties of transactions include:
jfe301,fe,78,78,A,books,IPv4 address 216.58.221.78 belongs to which class (classful model) and default mask?
jfe301,fe,79,79,C,books,Which protocol allows a mail client to access messages on a server while typically leaving mail on the server?
jfe301,fe,80,80,B,books,SMTP is primarily used to:
jfe301,fe,81,81,A,books,TCP is best characterized as:
jfe301,fe,82,82,D,books,DNS is used to:
jfe301,fe,83,83,B,books,HDLC stands for:
jfe301,fe,84,84,C,books,Which OSI layer is primarily associated with end-to-end reliable transport (TCP)?
jfe301,fe,85,85,D,books,Online scams that lure users to fake sites to steal credentials are called:
jfe301,fe,86,86,B,books,What can SSL/TLS primarily achieve?
jfe301,fe,87,87,C,books,The main purpose of a penetration test is to:
jfe301,fe,88,88,A,books,Public-key cryptography typically uses:
jfe301,fe,89,89,B,books,A firewall is mainly used to:
jfe301,fe,90,90,C,books,Which is an appropriate security practice for passwords?
jfe301,fe,91,91,A,books,Which technique implements a queue?
jfe301,fe,92,92,B,books,A stack uses which discipline?
jfe301,fe,93,93,C,books,"After push 5, push 10, push 5, pop, push 10, push 10, push 5, pop, pop (empty start), remaining bottom→top is:"
jfe301,fe,94,94,A,books,Binary trees can be stored in an array where children of index i are typically at:
jfe301,fe,95,95,B,books,Prefix (Polish) notation places operators:
jfe301,fe,96,96,C,books,Which is a fundamental set of OOP concepts?
jfe301,fe,97,97,A,books,Big-O notation is used to:
jfe301,fe,98,98,B,books,Intellectual property rights generally protect:
jfe301,fe,99,99,A,books,A license agreement for software typically:
jfe301,fe,100,100,C,books,Personal data protection laws mainly aim to:
jfe301,fe,101,101,B,books,Compliance in corporate IT means:
jfe301,fe,102,102,A,books,A SWOT analysis examines:
jfe301,fe,103,103,B,books,ABC analysis for inventory prioritizes items by:
jfe301,fe,104,104,C,books,Break-even point analysis is used to find:
jfe301,fe,105,105,A,books,Which formula form is related to break-even (contribution approach)?
jfe301,fe,107,107,C,books,SFA (Sales Force Automation) is best described as:
jfe301,fe,108,108,A,books,CRM systems focus on:
jfe301,fe,109,109,B,books,An information systems strategy should primarily align with:
jfe301,fe,110,110,A,books,Outsourcing IT services means:
jfe301,fe,111,111,C,books,A common risk of outsourcing is:
jfe301,fe,112,112,B,books,Cloud computing is characterized by:
jfe301,fe,113,113,D,books,Which activity belongs to external design?
jfe301,fe,114,114,B,books,A use case diagram in UML is used to:
jfe301,fe,115,115,A,books,DFD (Data Flow Diagram) is useful to show:
jfe301,fe,116,116,C,books,Function point analysis estimates software size based mainly on:
jfe301,fe,117,117,B,books,Unit testing focuses on:
jfe301,fe,118,118,A,books,System testing focuses on:
jfe301,fe,119,119,C,books,An appropriate environment to test a changed program without affecting live operations is:
jfe301,fe,120,120,B,books,"When software is delivered from a vendor, a key check is:"
jfe301,fe,122,122,C,books,Agile development emphasizes:
jfe301,fe,123,123,D,books,On the critical path in PERT/CPM:
jfe301,fe,124,124,A,books,Number of one-to-one communication paths among n people is:
jfe301,fe,125,125,B,books,"For 6 people needing one-to-one communication, minimum paths are:"
jfe301,fe,126,126,C,books,WBS (Work Breakdown Structure) is used to:
jfe301,fe,127,127,A,books,Project risk management includes:
jfe301,fe,128,128,B,books,A Gantt chart mainly shows:
jfe301,fe,129,129,C,books,An appropriate quality-related indicator in development is:
jfe301,fe,130,130,D,books,Service level management is about:
jfe301,fe,132,132,A,books,ITIL-style incident management aims to:
jfe301,fe,133,133,B,books,A problem in ITSM typically means:
jfe301,fe,134,134,C,books,Change management is intended to:
jfe301,fe,136,136,B,books,The purpose of a system audit includes:
jfe301,fe,137,137,A,books,Internal control aims to:
jfe301,fe,138,138,C,books,Segregation of duties helps to:
jfe301,fe,139,139,B,books,An audit trail is useful because it:
jfe301,fe,140,140,A,books,CMMI maturity levels describe:
jfe301,fe,141,141,B,books,"A check digit for abcd is mod((a*4+b*3+c*2+d*1),10)=6 for 7b42. What is b?"
jfe301,fe,142,142,C,books,What is 753₈ − A6₁₆ in decimal?
jfe301,fe,143,143,B,books,"Four cameras 30 fps, 640×480, 16-bit color, 60 seconds. Approx storage? (1MB=10⁶ B)"
jfe301,fe,144,144,C,books,100 students: E40 F30 S25; EF8 ES6 FS5; none 22. How many study all three?
jfe301,fe,145,145,B,books,Pareto charts in quality control are used to:
jfe301,fe,146,146,A,books,A control chart is typically used to:
jfe301,fe,147,147,C,books,MIME is used in email to:
jfe301,fe,148,148,B,books,POP3 typically:
jfe301,fe,149,149,A,books,ER diagrams model:
jfe301,fe,151,151,A,books,Virtual memory allows:
jfe301,fe,152,152,C,books,A deadlock occurs when:
jfe301,fe,154,154,A,books,A foreign key references:
jfe301,fe,155,155,C,books,HTTPS is essentially:
jfe301,fe,156,156,A,books,An SLA typically defines:
jfe301,fe,157,157,B,books,Cache memory is used to:
jfe301,fe,158,158,C,books,Earned value management (EVM) is used to:
jfe301,fe,159,159,A,books,A digital signature provides:
jfe301,fe,160,160,B,books,Regression testing is performed to:
jfe301,fe,161,161,B,books,DMA (Direct Memory Access) allows:
jfe301,fe,162,162,A,books,An interrupt is used to:
jfe301,fe,163,163,C,books,Instruction pipelining aims to:
jfe301,fe,164,164,B,books,Which storage is typically non-volatile?
jfe301,fe,165,165,A,books,SRAM is commonly used for cache because:
jfe301,fe,166,166,C,books,DRAM stores bits mainly using:
jfe301,fe,167,167,B,books,A bus in computer architecture is:
jfe301,fe,168,168,A,books,Hot swappable components allow:
jfe301,fe,169,169,C,books,ECC memory is used to:
jfe301,fe,170,170,B,books,Which RAID level is classically described as striping without parity (no redundancy)?
jfe301,fe,171,171,A,books,RAID 1 primarily provides:
jfe301,fe,172,172,C,books,Which is an input device?
jfe301,fe,173,173,B,books,A UPS is used to:
jfe301,fe,174,174,A,books,A process is best described as:
jfe301,fe,175,175,B,books,A thread is:
jfe301,fe,176,176,C,books,A context switch means:
jfe301,fe,177,177,A,books,A semaphore is used for:
jfe301,fe,178,178,B,books,Paging in virtual memory maps:
jfe301,fe,180,180,A,books,Real-time systems are characterized by:
jfe301,fe,181,181,B,books,Batch processing is suitable when:
jfe301,fe,182,182,C,books,A file system provides:
jfe301,fe,183,183,A,books,Absolute pathnames start from:
jfe301,fe,184,184,B,books,Firmware is typically:
jfe301,fe,186,186,C,books,API stands for:
jfe301,fe,187,187,B,books,Middleware examples include:
jfe301,fe,188,188,A,books,Licensed commercial software typically:
jfe301,fe,189,189,C,books,Virtualization primarily allows:
jfe301,fe,190,190,B,books,A candidate key is:
jfe301,fe,191,191,A,books,1NF requires roughly that:
jfe301,fe,192,192,C,books,A view in SQL is:
jfe301,fe,193,193,B,books,An index is used mainly to:
jfe301,fe,194,194,A,books,A JOIN operation:
jfe301,fe,195,195,C,books,COMMIT in a transaction:
jfe301,fe,196,196,B,books,ROLLBACK is used to:
jfe301,fe,197,197,A,books,Deadlock in databases can occur when:
jfe301,fe,198,198,C,books,A data warehouse is typically used for:
jfe301,fe,199,199,B,books,ETL stands for:
jfe301,fe,200,200,A,books,"In the OSI model, the physical layer deals with:"
jfe301,fe,201,201,C,books,The data link layer commonly uses:
jfe301,fe,202,202,B,books,A router primarily operates to:
jfe301,fe,203,203,A,books,A switch in a LAN typically forwards based on:
jfe301,fe,204,204,C,books,UDP is characterized as:
jfe301,fe,205,205,B,books,NAT is used to:
jfe301,fe,206,206,A,books,DHCP is used to:
jfe301,fe,208,208,B,books,HTTP status 200 means:
jfe301,fe,209,209,A,books,A proxy server can be used to:
jfe301,fe,210,210,C,books,IPv6 addresses are:
jfe301,fe,211,211,B,books,Which protocol is connectionless at the network layer for best-effort packet delivery on the Internet?
jfe301,fe,212,212,A,books,Confidentiality means:
jfe301,fe,213,213,B,books,Integrity means:
jfe301,fe,214,214,C,books,Availability means:
jfe301,fe,215,215,A,books,A hash function is typically used to:
jfe301,fe,216,216,B,books,PKI relies on:
jfe301,fe,217,217,C,books,Malware includes:
jfe301,fe,218,218,A,books,SQL injection attacks target:
jfe301,fe,219,219,B,books,An IDS is used to:
jfe301,fe,220,220,C,books,Social engineering attacks primarily exploit:
jfe301,fe,221,221,A,books,Two-factor authentication typically requires:
jfe301,fe,222,222,B,books,A vulnerability is:
jfe301,fe,223,223,C,books,Risk is often considered as related to:
jfe301,fe,224,224,A,books,A linked list is characterized by:
jfe301,fe,225,225,B,books,A hash table provides average-case:
jfe301,fe,226,226,C,books,Binary search requires:
jfe301,fe,227,227,A,books,BFS on a graph uses typically:
jfe301,fe,228,228,B,books,DFS typically uses:
jfe301,fe,229,229,C,books,Time complexity O(n²) means:
jfe301,fe,230,230,A,books,A full binary tree of height h (root height 0) has at most how many nodes at the last level?
jfe301,fe,231,231,B,books,Recursion requires:
jfe301,fe,232,232,C,books,Sorting algorithm stability means:
jfe301,fe,233,233,A,books,"A graph G=(V,E) consists of:"
jfe301,fe,234,234,A,books,Copyright primarily protects:
jfe301,fe,235,235,B,books,A patent typically protects:
jfe301,fe,236,236,C,books,A trademark protects:
jfe301,fe,237,237,A,books,Unauthorized copying of licensed software is:
jfe301,fe,238,238,B,books,An NDA is used to:
jfe301,fe,239,239,C,books,Privacy by design means:
jfe301,fe,241,241,B,books,KPI stands for:
jfe301,fe,242,242,A,books,ROI measures roughly:
jfe301,fe,243,243,C,books,TCO means:
jfe301,fe,244,244,B,books,BSC (Balanced Scorecard) typically includes perspectives such as:
jfe301,fe,245,245,A,books,SCM (Supply Chain Management) focuses on:
jfe301,fe,246,246,C,books,PDCA cycle stands for:
jfe301,fe,247,247,B,books,Six Sigma is associated with:
jfe301,fe,248,248,A,books,QFD (Quality Function Deployment) is used to:
jfe301,fe,249,249,C,books,A mission statement typically describes:
jfe301,fe,250,250,B,books,Competitive advantage can come from:
jfe301,fe,251,251,A,books,SOA emphasizes:
jfe301,fe,253,253,C,books,IaaS provides primarily:
jfe301,fe,254,254,A,books,PaaS provides:
jfe301,fe,255,255,B,books,BCP/DR planning aims to:
jfe301,fe,256,256,C,books,An RPO (Recovery Point Objective) relates to:
jfe301,fe,257,257,A,books,An RTO (Recovery Time Objective) relates to:
jfe301,fe,259,259,A,books,Requirements definition aims to:
jfe301,fe,260,260,B,books,Internal design focuses more on:
jfe301,fe,261,261,C,books,A prototype is used to:
jfe301,fe,263,263,B,books,Integration testing verifies:
jfe301,fe,264,264,C,books,Acceptance testing is typically done to:
jfe301,fe,265,265,A,books,Version control systems help to:
jfe301,fe,266,266,B,books,A code review aims to:
jfe301,fe,267,267,C,books,CI (Continuous Integration) practices typically:
jfe301,fe,268,268,A,books,Technical debt refers to:
jfe301,fe,269,269,B,books,Coupling between modules should generally be:
jfe301,fe,270,270,C,books,Cohesion within a module should generally be:
jfe301,fe,271,271,A,books,A sequence diagram shows:
jfe301,fe,272,272,B,books,"Maintenance types include corrective, adaptive, perfective — corrective means:"
jfe301,fe,273,273,A,books,Project triple constraints classically include:
jfe301,fe,274,274,B,books,A milestone is:
jfe301,fe,275,275,C,books,Slack (float) of an activity is:
jfe301,fe,276,276,A,books,"Risk response strategies include avoid, mitigate, transfer, accept — transfer means:"
jfe301,fe,277,277,B,books,A RACI matrix clarifies:
jfe301,fe,279,279,A,books,Scope creep refers to:
jfe301,fe,280,280,B,books,A kickoff meeting is typically used to:
jfe301,fe,281,281,C,books,Lessons learned are captured to:
jfe301,fe,283,283,B,books,Known error typically means:
jfe301,fe,284,284,C,books,A CAB in change management is often:
jfe301,fe,285,285,A,books,A standard change is typically:
jfe301,fe,286,286,B,books,Capacity management aims to:
jfe301,fe,287,287,C,books,Availability management focuses on:
jfe301,fe,288,288,A,books,A CMDB stores:
jfe301,fe,289,289,B,books,Service catalog provides:
jfe301,fe,290,290,C,books,OLAs (Operational Level Agreements) are typically:
jfe301,fe,291,291,A,books,An external audit is typically performed by:
jfe301,fe,292,292,B,books,Evidence in audits should be:
jfe301,fe,293,293,C,books,Preventive controls aim to:
jfe301,fe,294,294,A,books,Detective controls aim to:
jfe301,fe,295,295,B,books,Corrective controls aim to:
jfe301,fe,296,296,C,books,CMMI Level 1 (Initial) is characterized by:
jfe301,fe,297,297,A,books,Segregation of duties example:
jfe301,fe,298,298,B,books,Access control lists (ACLs) are used to:
jfe301,fe,299,299,A,books,Which OSI layer includes IP addressing and routing?
jfe301,fe,300,300,C,books,Which is most appropriate to ensure message confidentiality on a public network?
jfe301,fe,301,301,B,books,Which structure is best for LIFO temporary storage of return addresses conceptually?
jfe301,fe,302,302,A,books,Which chart ranks causes by frequency for quality improvement?
jfe301,fe,303,303,B,books,Which estimate method counts EI/EO/EQ/ILF/EIF style functions?
jfe301,fe,304,304,C,books,Which process ensures IT services meet agreed targets continuously?
jfe301,fe,305,305,A,books,Which device filters packets based on rules between networks?
jfe301,fe,306,306,B,books,Which database property ensures either all operations of a transaction complete or none do?
jfe301,fe,307,307,A,books,Which document decomposes project deliverables into work packages?
jfe301,fe,308,308,C,books,Which testing type checks the system against user acceptance criteria before go-live?
jfe301,fe,309,309,A,books,Which protocol suite layer model has 7 layers?
jfe301,fe,310,310,B,books,Which memory management technique uses pages of fixed size?
jfe301,fe,311,311,A,books,Which analysis classifies inventory into A/B/C by importance/value?
jfe301,fe,312,312,B,books,Which path has zero total float in a network schedule?
jfe301,fe,313,313,C,books,Which email-related standard extends messages beyond plain text?
jfe301,fe,314,314,A,books,Which attack tricks users into revealing secrets via fake websites/emails?
jfe301,fe,315,315,C,books,Which system supports sales process automation?
jfe301,fe,316,316,A,books,Which system focuses on customer interactions and relationships?
jfe301,fe,317,317,B,books,Which metric is Mean Time To Repair?
jfe301,fe,318,318,A,books,Which encryption approach uses the same key for encryption and decryption?
jfe301,fe,332,332,D,albazzz,Which statement correctly describes the advantage of an interpreter compared with a compiler?
jfe301,fe,453,453,A,albazzz,Thrashing?
jfe301,fe,561,561,B,albazzz,Product life cycle stages?
jfe301,fe,564,564,C,albazzz,SLA is?
jfe301,fe,565,565,B,albazzz,Incident vs Problem?
jfe301,fe,566,566,D,albazzz,Service desk is?
jfe301,fe,568,568,D,albazzz,Waterfall model?
jfe301,fe,571,571,A,albazzz,Black-box testing?
jfe301,fe,572,572,A,albazzz,White-box testing?
jfe301,fe,586,586,C,albazzz,SaaS means?
jfe301,fe,590,590,C,albazzz,Benchmarking?
jfe301,fe,609,609,B,albazzz,Stakeholder is?
jfe301,fe,613,613,A,albazzz,Crashing a schedule?
jfe301,fe,616,616,D,albazzz,CMDB?
jfe301,fe,683,683,D,albazzz,ARP resolves?
jit401,jit,6,6,A,fuexam,データベースの表現法には「データを親、子、孫のような階層構造に並べ、最上位の親からたどることによって検索する表現法です。」とかいてあるものはどんな表現ですか。
jit401,jit,13,13,A,fuexam,【専門用語】次のベトナム語の用語をベトナム語に直しなさい。 分散処理システム
jit401,jit,41,41,A,fuexam,ロングテールの考え方を活用したインターネットにおけるビジネスの説明として、適切なものはどれか
jit401,jit,42,42,A,fuexam,日本語でのコードについて正しくないものをえらんでください。
jit401,jit,43,43,A,fuexam,コンピューターが逢(あ)える事故は何ですか。
jit401,jit,44,44,A,fuexam,高級言語について正しいものをえらんでください。
jit401,jit,45,45,A,fuexam,OSの機能は何ですか。
jit401,jit,46,46,A,fuexam,インターネットについて正しいものはどれですか。
jit401,jit,47,47,A,fuexam,「取引プロセスとは、( ) 以外にも商品案内や配送などの処理、さらには商品開発まで含めます。」
jit401,jit,48,48,A,fuexam,メール利用の注意について正しくないものはどれですか。
jit401,jit,49,49,A,fuexam,映画では1秒に何回の書き換えを行っていますか。
jit401,jit,50,50,A,fuexam,「射影の結果を並べ替えるには ( ) という単語を使います。」
jit401,jit,51,51,A,fuexam,共通方式について正しいものをえらんでください。
jit401,jit,52,52,A,fuexam,「小さいものから順に または逆に大きいものから順にデータを並べ替えること」は何を指しますか。
jit401,jit,53,53,A,fuexam,クッキー(cookie)に関する記述a~cのうち、適切なものだけをすべて挙げたものはどれか。
jit401,jit,54,54,A,fuexam,【専門用語】次のベトナム語の用語を日本語に直しなさい。 Thiết bị tính toán
jit401,jit,55,55,A,fuexam,フォルダとは何ですか
jit401,jit,56,56,A,fuexam,「電子機器には、コンピュータ、携帯電話、( ) を始めとして、ポータブルオーディオやゲーム機などの家電製品など多くのものがあり、ネットワークは成長し続けています。」
jit401,jit,57,57,A,fuexam,網的表現について正しいものを選びなさい。
jit401,jit,58,58,A,fuexam,出力用ハードウェアは何ですか。
jit401,jit,59,59,A,fuexam,新たなプログラムを作成するときに、効率的な内部処理とともに考慮しなければならない重要な要素は何ですか。
jit401,jit,60,60,A,fuexam,動画像情報圧縮では、何がよく用いられますか。
jit401,jit,295,295,B,slides,スカベンジングといって、残された個人情報を（ ）する犯罪もあります。
jit401,jit,297,297,A,slides,【専門知識】「.com」のように種別だけで国名がないのはどの国のドメイン名ですか。
jit401,jit,298,298,A,slides,【専門知識】HTMLとは;Hyper Text Markup Languageの略で、文字の（ ）、音、ファイルへのリンクなどが記述できます。
jit401,jit,299,299,A,slides,Web2.0とは何ですか。
jit401,jit,300,300,C,slides,【専門知識】「マウスやキーボードの操作の仕方、ウィンドウの見え方、ファイルの扱い方などを決定します」はOS機能の何の内容を指しますか。
jit401,jit,301,301,A,slides,【専門知識】CPUの動作原理は何に基づいていますか。
jit401,jit,303,303,C,slides,【専門知識】光ファイバを使って家庭まで高速通信を行うことは何でしょう。
jit401,jit,304,304,D,slides,【専門知識】音声の波をそのまま電波の波に置き換えて送受信するアナログ通信を特徴としているのは第何世代の携帯電話ですか。
jit401,jit,305,305,C,slides,【専門知識】EOSについて正しいものはどれですか。
jit401,jit,306,306,C,slides,【専門知識】Web2.0の大きな特徴は何ですか。
jit401,jit,307,307,D,slides,ユーザからの入力は何から行えますか。
jit401,jit,308,308,A,slides,【専門知識】「ヒューマンインタフェースの設計は；（ ）検討時では十分に行えないことが多く；試作プログラムを作ってみて問題点を修正していくというやり方になります。」
jit401,jit,309,309,B,slides,【専門知識】電気機械式はいつ誕生されましたか。
jit401,jit,310,310,A,slides,【専門知識】暗号化について正しいものを選びなさい。
jit401,jit,311,311,C,slides,【専門知識】CPUについて正しいものを選びなさい。
jit401,jit,312,312,B,slides,着信メロディについて正しくないものを選びなさい。
jit401,jit,321,321,B,slides,【専門用語】ジョン・モークリー（John Mauchly） の意味として最も適切なものはどれか。
jit401,jit,322,322,C,slides,【専門用語】パス（path） の意味として最も適切なものはどれか。
jit401,jit,323,323,C,slides,【専門用語】ライプニッツの乗算機（Leibniz のじょうさんき） の意味として最も適切なものはどれか。
jit401,jit,324,324,A,slides,【専門用語】フォン・ノイマン（John von Neumann） の意味として最も適切なものはどれか。
jit401,jit,325,325,C,slides,【専門用語】ファイル（file） の意味として最も適切なものはどれか。
jit401,jit,326,326,B,slides,【専門用語】汎用計算機（はんようけいさんき） の意味として最も適切なものはどれか。
jit401,jit,327,327,C,slides,【専門用語】アプリケーション（a pplication） の意味として最も適切なものはどれか。
jit401,jit,328,328,B,slides,【専門用語】子供のフォルダ（こどもの folder） の意味として最も適切なものはどれか。
jit401,jit,329,329,D,slides,【専門用語】次のベトナム語の用語を日本語に直しなさい。 máy tính đa dụng cỡ lớn
jit401,jit,330,330,A,slides,【専門用語】次のベトナム語の用語を日本語に直しなさい。 kích
jit401,jit,331,331,D,slides,（コンピュータの基礎）導入 について正しい説明はどれか。
jit401,jit,332,332,D,slides,（コンピュータの基礎）デジタルとアナログ について正しい説明はどれか。
jit401,jit,333,333,D,slides,（コンピュータの基礎）コンピュータの歴史 について正しい説明はどれか。
jit401,jit,334,334,C,slides,（コンピュータの基礎）身の回りのコンピュータ について正しい説明はどれか。
jit401,jit,335,335,B,slides,（コンピュータの基礎）コンピュータの機能 について正しい説明はどれか。
jit401,jit,336,336,A,slides,（コンピュータの基礎）ファイル について正しい説明はどれか。
jit401,jit,337,337,A,slides,（コンピュータの基礎）フォルダ について正しい説明はどれか。
jit401,jit,338,338,A,slides,（コンピュータの基礎）ドライブ について正しい説明はどれか。
jit401,jit,339,339,A,slides,【専門用語】不公平（ふこうへい） の意味として最も適切なものはどれか。
jit401,jit,340,340,B,slides,【専門用語】フリーウェア（Freeware） の意味として最も適切なものはどれか。
jit401,jit,341,341,A,slides,【専門用語】放送権（ほうそうけん） の意味として最も適切なものはどれか。
jit401,jit,342,342,D,slides,【専門用語】実行ファイル（じっこう File） の意味として最も適切なものはどれか。
jit401,jit,343,343,A,slides,【専門用語】きげん（きかいしき） の意味として最も適切なものはどれか。
jit401,jit,344,344,D,slides,【専門用語】著作人格権（ちょさくじんかくけん） の意味として最も適切なものはどれか。
jit401,jit,345,345,D,slides,【専門用語】ネチケット（netiquette） の意味として最も適切なものはどれか。
jit401,jit,346,346,A,slides,【専門用語】漏洩（ろうえい） の意味として最も適切なものはどれか。
jit401,jit,347,347,D,slides,【専門用語】次のベトナム語の用語を日本語に直しなさい。 nhân vật
jit401,jit,348,348,C,slides,（インターネット利用）導入 について正しい説明はどれか。
jit401,jit,349,349,D,slides,（インターネット利用）ホームページ検索 について正しい説明はどれか。
jit401,jit,350,350,D,slides,（インターネット利用）Web2.0 について正しい説明はどれか。
jit401,jit,351,351,C,slides,（インターネット利用）クラウドコンピューティング について正しい説明はどれか。
jit401,jit,352,352,D,slides,（インターネット利用）メール利用の注意 について正しい説明はどれか。
jit401,jit,353,353,A,slides,（インターネット利用）法律 について正しい説明はどれか。
jit401,jit,354,354,D,slides,【専門用語】増幅器（ぞうふくき） の意味として最も適切なものはどれか。
jit401,jit,355,355,C,slides,【専門用語】電荷（でんか） の意味として最も適切なものはどれか。
jit401,jit,356,356,B,slides,【専門用語】透過（とうか） の意味として最も適切なものはどれか。
jit401,jit,357,357,B,slides,【専門用語】有機 EL ディスプレイ（ゆうき eelectroluminescence display） の意味として最も適切なものはどれか。
jit401,jit,358,358,C,slides,【専門用語】周波数帯域（ちゅうはすうたいいき） の意味として最も適切なものはどれか。
jit401,jit,359,359,A,slides,【専門用語】ブロードバンド（broadband） の意味として最も適切なものはどれか。
jit401,jit,360,360,A,slides,【専門用語】SED（Surface-conduction Electron-emitter Display） の意味として最も適切なものはどれか。
jit401,jit,361,361,A,slides,【専門用語】盗聴（とうちょう） の意味として最も適切なものはどれか。
jit401,jit,362,362,C,slides,【専門用語】次のベトナム語の用語を日本語に直しなさい。 phát sóng từng đoạn
jit401,jit,363,363,A,slides,【専門用語】次のベトナム語の用語を日本語に直しなさい。 ánh sáng phân cực
jit401,jit,364,364,D,slides,（IT機器の現状）導入 について正しい説明はどれか。
jit401,jit,365,365,A,slides,（IT機器の現状）第 3.5 世代携帯電話 について正しい説明はどれか。
jit401,jit,366,366,C,slides,（IT機器の現状）通信 について正しい説明はどれか。
jit401,jit,367,367,C,slides,（IT機器の現状）放送 について正しい説明はどれか。
jit401,jit,368,368,D,slides,（IT機器の現状）ハードウェア について正しい説明はどれか。
jit401,jit,369,369,A,slides,（IT機器の現状）ソフトウェア について正しい説明はどれか。
jit401,jit,370,370,C,slides,【専門用語】遮蔽物（しゃへいぶつ） の意味として最も適切なものはどれか。
jit401,jit,371,371,B,slides,【専門用語】ハンズフリー（hands-free） の意味として最も適切なものはどれか。
jit401,jit,372,372,D,slides,【専門用語】光ファイバ（ひかり fiber） の意味として最も適切なものはどれか。
jit401,jit,373,373,D,slides,【専門用語】ユビキタス（ubiquitous） の意味として最も適切なものはどれか。
jit401,jit,374,374,D,slides,【専門用語】POS（Point of Sale） の意味として最も適切なものはどれか。
jit401,jit,375,375,A,slides,【専門用語】コスト削減（cost さくげん） の意味として最も適切なものはどれか。
jit401,jit,376,376,B,slides,【専門用語】truyền dữ liệu có dây（55） の意味として最も適切なものはどれか。
jit401,jit,377,377,C,slides,【専門用語】受信機（じゅしんき） の意味として最も適切なものはどれか。
jit401,jit,378,378,D,slides,【専門用語】次のベトナム語の用語を日本語に直しなさい。 thẻ vi mạch không tiếp xúc
jit401,jit,379,379,C,slides,【専門用語】次のベトナム語の用語を日本語に直しなさい。 đường dây
jit401,jit,380,380,D,slides,（データ通信技術）導入 について正しい説明はどれか。
jit401,jit,381,381,C,slides,（データ通信技術）有線接続 について正しい説明はどれか。
jit401,jit,382,382,C,slides,（データ通信技術）無線通信手段 について正しい説明はどれか。
jit401,jit,383,383,A,slides,【専門用語】WAN（Wide Area Network） の意味として最も適切なものはどれか。
jit401,jit,384,384,D,slides,【専門用語】スター型（star がた） の意味として最も適切なものはどれか。
jit401,jit,385,385,B,slides,【専門用語】ネームサーバ（name server） の意味として最も適切なものはどれか。
jit401,jit,386,386,D,slides,【専門用語】犯罪的行為（はんざいてきこうい） の意味として最も適切なものはどれか。
jit401,jit,387,387,D,slides,【専門用語】大域的（たいいきてき） の意味として最も適切なものはどれか。
jit401,jit,388,388,C,slides,【専門用語】ポータブルオーディオ（portable audio） の意味として最も適切なものはどれか。
jit401,jit,389,389,B,slides,【専門用語】局所的（きょくしょてき） の意味として最も適切なものはどれか。
jit401,jit,390,390,B,slides,【専門用語】攻撃（こうげき） の意味として最も適切なものはどれか。
jit401,jit,391,391,B,slides,【専門用語】次のベトナム語の用語を日本語に直しなさい。 cấu hình kênh
jit401,jit,392,392,A,slides,【専門用語】次のベトナム語の用語を日本語に直しなさい。 thiết bị tập trung đường truyền
jit401,jit,393,393,B,slides,（ネットワーク）導入 について正しい説明はどれか。
jit401,jit,394,394,B,slides,（ネットワーク）コンピュータネットワーク について正しい説明はどれか。
jit401,jit,395,395,B,slides,（ネットワーク）インターネット について正しい説明はどれか。
jit401,jit,396,396,C,slides,（ネットワーク）ネットワークの形態 について正しい説明はどれか。
jit401,jit,397,397,B,slides,（ネットワーク）ネットワークの構成 について正しい説明はどれか。
jit401,jit,398,398,C,slides,（ネットワーク）ネットワークセキュリティ について正しい説明はどれか。
jit401,jit,399,399,A,slides,【専門用語】人工言語（じんこうげんご） の意味として最も適切なものはどれか。
jit401,jit,400,400,A,slides,【専門用語】本質的な（ほんしつてきな） の意味として最も適切なものはどれか。
jit401,jit,401,401,D,slides,【専門用語】IP アドレス（IP address） の意味として最も適切なものはどれか。
jit401,jit,402,402,B,slides,【専門用語】無償奉仕（むしょうほうし） の意味として最も適切なものはどれか。
jit401,jit,403,403,B,slides,【専門用語】サブネットマスク（subnet mask） の意味として最も適切なものはどれか。
jit401,jit,404,404,B,slides,【専門用語】大幅に（おおはばに） の意味として最も適切なものはどれか。
jit401,jit,405,405,C,slides,【専門用語】物理層（ぶつりそう） の意味として最も適切なものはどれか。
jit401,jit,406,406,D,slides,【専門用語】一覧表（いちらんひょう） の意味として最も適切なものはどれか。
jit401,jit,407,407,D,slides,【専門用語】次のベトナム語の用語を日本語に直しなさい。 giao thức mạng
jit401,jit,408,408,A,slides,【専門用語】次のベトナム語の用語を日本語に直しなさい。 phần mềm ứng dụng
jit401,jit,409,409,A,slides,（インターネット技術）プロトコル について正しい説明はどれか。
jit401,jit,410,410,B,slides,（インターネット技術）インターネット情報の流れ について正しい説明はどれか。
jit401,jit,411,411,C,slides,（インターネット技術）HTML について正しい説明はどれか。
jit401,jit,412,412,A,slides,（インターネット技術）XML について正しい説明はどれか。
jit401,jit,413,413,C,slides,【専門用語】出力結果（しゅつりょくけっか） の意味として最も適切なものはどれか。
jit401,jit,414,414,B,slides,【専門用語】オリジネータ（originator） の意味として最も適切なものはどれか。
jit401,jit,415,415,A,slides,【専門用語】匿名（とくめい） の意味として最も適切なものはどれか。
jit401,jit,416,416,D,slides,【専門用語】電子マネー（でんし money） の意味として最も適切なものはどれか。
